num,roundType,power,bossId,boss,monster,reward,raidReward
637,0,1168105,0,32022,32341~300|32137~300|32324~300|32142~300|32022~300|32236~300|0~300,10006~230|23104~1,10005~132000~1|10006~304~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
638,0,1168105,0,32061,32059~300|32059~300|32217~300|32220~300|32061~300|32062~300|0~300,10006~230|23304~1,10005~132000~1|10006~304~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
639,0,1168105,0,30256,32136~300|32324~300|32141~300|32022~300|30256~300|32470~300|0~300,10006~230|23404~1,10005~132000~1|10006~304~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
640,1,1168105,31021,31021,32021~300|32020~300|0~300|0~300|0~300|0~300|31021~305,10006~465|23204~1|23104~1|23304~1|23404~1,10005~132000~1|10006~304~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
641,0,1168105,0,32260,32324~300|32059~300|32180~300|32142~300|32260~300|32217~300|0~300,10006~230|23204~1,10005~133000~1|10006~306~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
642,0,1168105,0,32060,32235~300|32019~300|32341~300|32341~300|32060~300|32324~300|0~300,10006~230|23104~1,10005~133000~1|10006~306~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
643,0,1168105,0,32300,32235~300|32301~300|32022~300|32060~300|32300~300|32024~300|0~300,10006~230|23304~1,10005~133000~1|10006~306~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
644,0,1168105,0,32062,32136~300|32136~300|32217~300|32324~300|32062~300|32023~300|0~300,10006~230|23404~1,10005~133000~1|10006~306~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
645,1,1168105,0,32236,32021~300|32059~300|32140~300|32180~300|32236~300|32324~300|0~300,10006~465|23204~1|23104~1|23304~1|23404~1,10005~133000~1|10006~306~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
646,0,1168105,0,32140,32138~300|32060~300|32180~300|32236~300|32140~300|32061~300|0~300,10006~230|23204~1,10005~134000~1|10006~308~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
647,0,1168105,0,32470,32445~300|32136~300|32060~300|32341~300|32470~300|32060~300|0~300,10006~230|23104~1,10005~134000~1|10006~308~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
648,0,1168105,0,32023,32020~300|32236~300|32470~300|32023~300|32023~300|32061~300|0~300,10006~230|23304~1,10005~134000~1|10006~308~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
649,0,1168105,0,32341,32020~300|32058~300|32470~300|32220~300|32341~300|32236~300|0~300,10006~230|23404~1,10005~134000~1|10006~308~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
650,1,1168105,31324,31324,32059~300|32138~300|0~300|0~300|0~300|0~300|31324~305,10006~465|23204~1|23104~1|23304~1|23404~1,10005~134000~1|10006~308~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
651,0,1168105,0,32217,32301~300|32021~300|32063~300|32022~300|32217~300|32061~300|0~300,10006~235|23204~1,10005~135000~1|10006~310~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
652,0,1168105,0,32062,32020~300|32445~300|32236~300|32025~300|32062~300|32022~300|0~300,10006~235|23104~1,10005~135000~1|10006~310~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
653,0,1168105,0,32260,32138~300|32020~300|32341~300|32470~300|32260~300|32341~300|0~300,10006~235|23304~1,10005~135000~1|10006~310~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
654,0,1168105,0,32260,32019~300|32445~300|32022~300|32324~300|32260~300|32220~300|0~300,10006~235|23404~1,10005~135000~1|10006~310~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
655,1,1168105,0,32219,32060~300|32060~300|32063~300|32060~300|32219~300|32142~300|0~300,10006~470|23204~1|23104~1|23304~1|23404~1,10005~135000~1|10006~310~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
656,0,1168105,0,32324,32324~300|32341~300|32063~300|32024~300|32324~300|32141~300|0~300,10006~235|23204~1,10005~136000~1|10006~312~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
657,0,1168105,0,32217,32137~300|32059~300|32260~300|32063~300|32217~300|32260~300|0~300,10006~235|23104~1,10005~136000~1|10006~312~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
658,0,1168105,0,30256,32021~300|32019~300|32063~300|32342~300|30256~300|32324~300|0~300,10006~235|23304~1,10005~136000~1|10006~312~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
659,0,1168105,0,32025,32060~300|32324~300|32142~300|30256~300|32025~300|32061~300|0~300,10006~235|23404~1,10005~136000~1|10006~312~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
660,1,1168105,31142,31142,32059~300|32136~300|0~300|0~300|0~300|0~300|31142~305,10006~470|23204~1|23104~1|23304~1|23404~1,10005~136000~1|10006~312~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
661,0,1168105,0,32022,32058~300|32060~300|32341~300|32236~300|32022~300|32324~300|0~300,10006~235|23204~1,10005~137000~1|10006~314~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
662,0,1168105,0,32142,32445~300|32324~300|32021~300|32025~300|32142~300|32064~300|0~300,10006~235|23104~1,10005~137000~1|10006~314~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
663,0,1168105,0,32217,32137~300|32445~300|32470~300|30256~300|32217~300|32141~300|0~300,10006~235|23304~1,10005~137000~1|10006~314~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
664,0,1168105,0,32141,32060~300|32341~300|32324~300|32063~300|32141~300|32341~300|0~300,10006~235|23404~1,10005~137000~1|10006~314~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
665,1,1168105,0,32219,32138~300|32324~300|32470~300|32217~300|32219~300|32063~300|0~300,10006~470|23204~1|23104~1|23304~1|23404~1,10005~137000~1|10006~314~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
666,0,1168105,0,32341,32324~300|32324~300|32180~300|32324~300|32341~300|32025~300|0~300,10006~235|23204~1,10005~138000~1|10006~316~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
667,0,1168105,0,32220,32060~300|32324~300|32260~300|32341~300|32220~300|32341~300|0~300,10006~235|23104~1,10005~138000~1|10006~316~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
668,0,1168105,0,32300,32137~300|32136~300|32300~300|32236~300|32300~300|30256~300|0~300,10006~235|23304~1,10005~138000~1|10006~316~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
669,0,1168105,0,32324,32236~300|32235~300|32064~300|32236~300|32324~300|32140~300|0~300,10006~235|23404~1,10005~138000~1|10006~316~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
670,1,1168105,31141,31141,32137~300|32058~300|0~300|0~300|0~300|0~300|31141~305,10006~470|23204~1|23104~1|23304~1|23404~1,10005~138000~1|10006~316~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
671,0,1168105,0,32260,32058~300|32059~300|32180~300|32342~300|32260~300|32022~300|0~300,10006~235|23204~1,10005~139000~1|10006~318~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
672,0,1168105,0,32180,32138~300|32020~300|32060~300|30256~300|32180~300|32022~300|0~300,10006~235|23104~1,10005~139000~1|10006~318~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
673,0,1168105,0,32217,32136~300|32136~300|32064~300|32140~300|32217~300|32141~300|0~300,10006~235|23304~1,10005~139000~1|10006~318~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
674,0,1168105,0,32236,32235~300|32324~300|32022~300|32470~300|32236~300|32023~300|0~300,10006~235|23404~1,10005~139000~1|10006~318~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
675,1,1168105,0,32062,32060~300|32020~300|32023~300|32023~300|32062~300|32022~300|0~300,10006~470|23204~1|23104~1|23304~1|23404~1,10005~139000~1|10006~318~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
676,0,1168105,0,32217,32136~300|32058~300|32022~300|32023~300|32217~300|32300~300|0~300,10006~235|23204~1,10005~140000~1|10006~320~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
677,0,1168105,0,32217,32138~300|32060~300|32142~300|30256~300|32217~300|32141~300|0~300,10006~235|23104~1,10005~140000~1|10006~320~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
678,0,1168105,0,32024,32324~300|32136~300|32341~300|30256~300|32024~300|32236~300|0~300,10006~235|23304~1,10005~140000~1|10006~320~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
679,0,1168105,0,32023,32020~300|32020~300|30256~300|32180~300|32023~300|32324~300|0~300,10006~235|23404~1,10005~140000~1|10006~320~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
680,1,1168105,31064,31064,32324~300|32060~300|0~300|0~300|0~300|0~300|31064~305,10006~475|23204~1|23104~1|23304~1|23404~1,10005~140000~1|10006~320~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
681,0,1168105,0,32141,32058~300|32137~300|32470~300|32260~300|32141~300|32061~300|0~300,10006~235|23204~1,10005~141000~1|10006~322~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
682,0,1168105,0,32063,32341~300|32341~300|32300~300|32341~300|32063~300|32470~300|0~300,10006~235|23104~1,10005~141000~1|10006~322~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
683,0,1168105,0,32022,32136~300|32136~300|32341~300|32023~300|32022~300|32470~300|0~300,10006~235|23304~1,10005~141000~1|10006~322~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
684,0,1168105,0,32470,32136~300|32445~300|32023~300|30256~300|32470~300|32217~300|0~300,10006~235|23404~1,10005~141000~1|10006~322~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
685,1,1168105,0,32022,32445~300|32301~300|32300~300|32023~300|32022~300|32142~300|0~300,10006~475|23204~1|23104~1|23304~1|23404~1,10005~141000~1|10006~322~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
686,0,1168105,0,32064,32301~300|32236~300|32022~300|32300~300|32064~300|32260~300|0~300,10006~235|23204~1,10005~142000~1|10006~324~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
687,0,1168105,0,32022,32020~300|32019~300|30256~300|32300~300|32022~300|32470~300|0~300,10006~235|23104~1,10005~142000~1|10006~324~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
688,0,1168105,0,32023,32138~300|32060~300|30256~300|32236~300|32023~300|32217~300|0~300,10006~235|23304~1,10005~142000~1|10006~324~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
689,0,1168105,0,32470,32021~300|32136~300|32219~300|32470~300|32470~300|32141~300|0~300,10006~235|23404~1,10005~142000~1|10006~324~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
690,1,1168105,31023,31023,32236~300|32235~300|0~300|0~300|0~300|0~300|31023~305,10006~475|23204~1|23104~1|23304~1|23404~1,10005~142000~1|10006~324~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
691,0,1168105,0,32470,32060~300|32020~300|32220~300|32140~300|32470~300|30256~300|0~300,10006~235|23204~1,10005~143000~1|10006~326~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
692,0,1168105,0,32024,32060~300|32058~300|32022~300|32470~300|32024~300|32025~300|0~300,10006~235|23104~1,10005~143000~1|10006~326~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
693,0,1168105,0,32300,32324~300|32445~300|32141~300|32061~300|32300~300|32470~300|0~300,10006~235|23304~1,10005~143000~1|10006~326~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
694,0,1168105,0,32142,32058~300|32138~300|32220~300|32219~300|32142~300|32022~300|0~300,10006~235|23404~1,10005~143000~1|10006~326~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
695,1,1168105,0,32140,32324~300|32020~300|32061~300|32060~300|32140~300|32341~300|0~300,10006~475|23204~1|23104~1|23304~1|23404~1,10005~143000~1|10006~326~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
696,0,1168105,0,32023,32301~300|32060~300|32341~300|32341~300|32023~300|32300~300|0~300,10006~235|23204~1,10005~144000~1|10006~328~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
697,0,1168105,0,32219,32137~300|32020~300|32140~300|32220~300|32219~300|32300~300|0~300,10006~235|23104~1,10005~144000~1|10006~328~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
698,0,1168105,0,32260,32020~300|32301~300|32140~300|32063~300|32260~300|32236~300|0~300,10006~235|23304~1,10005~144000~1|10006~328~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
699,0,1168105,0,32236,32235~300|32137~300|32180~300|32064~300|32236~300|32025~300|0~300,10006~235|23404~1,10005~144000~1|10006~328~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
700,1,1168105,31236,31236,32235~300|32060~300|0~300|0~300|0~300|0~300|31236~305,10006~475|23204~1|23104~1|23304~1|23404~1,10005~144000~1|10006~328~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
701,0,1168105,0,32236,32301~300|32138~300|32217~300|32260~300|32236~300|32220~300|0~300,10006~240|23204~1,10005~145000~1|10006~330~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
702,0,1168105,0,32064,32301~300|32060~300|32341~300|32300~300|32064~300|32220~300|0~300,10006~240|23104~1,10005~145000~1|10006~330~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
703,0,1168105,0,32063,32019~300|32020~300|32022~300|32141~300|32063~300|32024~300|0~300,10006~240|23304~1,10005~145000~1|10006~330~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
704,0,1168105,0,32342,32136~300|32235~300|32021~300|30256~300|32342~300|32236~300|0~300,10006~240|23404~1,10005~145000~1|10006~330~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
705,1,1168105,0,32324,32138~300|32236~300|32064~300|32060~300|32324~300|32064~300|0~300,10006~480|23204~1|23104~1|23304~1|23404~1,10005~145000~1|10006~330~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
706,0,1168105,0,32470,32059~300|32137~300|32300~300|32023~300|32470~300|32022~300|0~300,10006~240|23204~1,10005~146000~1|10006~332~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
707,0,1168105,0,32022,32137~300|32445~300|30256~300|32324~300|32022~300|32342~300|0~300,10006~240|23104~1,10005~146000~1|10006~332~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
708,0,1168105,0,32024,32020~300|32060~300|32260~300|32025~300|32024~300|32236~300|0~300,10006~240|23304~1,10005~146000~1|10006~332~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
709,0,1168105,0,32342,32235~300|32059~300|32140~300|32180~300|32342~300|32324~300|0~300,10006~240|23404~1,10005~146000~1|10006~332~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
710,1,1168105,31470,31470,32324~300|32060~300|0~300|0~300|0~300|0~300|31470~305,10006~480|23204~1|23104~1|23304~1|23404~1,10005~146000~1|10006~332~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
711,0,1168105,0,32260,32445~300|32059~300|32025~300|32220~300|32260~300|32022~300|0~300,10006~240|23204~1,10005~147000~1|10006~334~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
712,0,1168105,0,32180,32058~300|32445~300|32342~300|32060~300|32180~300|32061~300|0~300,10006~240|23104~1,10005~147000~1|10006~334~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
713,0,1168105,0,32470,32445~300|32058~300|32024~300|32060~300|32470~300|32236~300|0~300,10006~240|23304~1,10005~147000~1|10006~334~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
714,0,1168105,0,32324,32060~300|32301~300|32024~300|32217~300|32324~300|32236~300|0~300,10006~240|23404~1,10005~147000~1|10006~334~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
715,1,1168105,0,30256,32301~300|32021~300|30256~300|32260~300|30256~300|32021~300|0~300,10006~480|23204~1|23104~1|23304~1|23404~1,10005~147000~1|10006~334~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
716,0,1168105,0,32140,32138~300|32137~300|32219~300|32025~300|32140~300|32062~300|0~300,10006~240|23204~1,10005~148000~1|10006~336~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
717,0,1168105,0,32023,32236~300|32059~300|32324~300|32140~300|32023~300|32260~300|0~300,10006~240|23104~1,10005~148000~1|10006~336~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
718,0,1168105,0,32260,32301~300|32019~300|32060~300|32141~300|32260~300|32141~300|0~300,10006~240|23304~1,10005~148000~1|10006~336~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
719,0,1168105,0,32025,32058~300|32021~300|32470~300|32063~300|32025~300|32140~300|0~300,10006~240|23404~1,10005~148000~1|10006~336~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
720,1,1168105,31022,31022,32324~300|32058~300|0~300|0~300|0~300|0~300|31022~305,10006~480|23204~1|23104~1|23304~1|23404~1,10005~148000~1|10006~336~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
721,0,1168105,0,32260,32020~300|32236~300|32470~300|32060~300|32260~300|30256~300|0~300,10006~240|23204~1,10005~149000~1|10006~338~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
722,0,1168105,0,32024,32341~300|32058~300|32061~300|30256~300|32024~300|32324~300|0~300,10006~240|23104~1,10005~149000~1|10006~338~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
723,0,1168105,0,32470,32019~300|32137~300|32236~300|32022~300|32470~300|32260~300|0~300,10006~240|23304~1,10005~149000~1|10006~338~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
724,0,1168105,0,32141,32021~300|32019~300|32341~300|32341~300|32141~300|32062~300|0~300,10006~240|23404~1,10005~149000~1|10006~338~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
725,1,1168105,0,32341,32235~300|32021~300|32060~300|32470~300|32341~300|32025~300|0~300,10006~480|23204~1|23104~1|23304~1|23404~1,10005~149000~1|10006~338~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
726,0,1168105,0,32060,32137~300|32301~300|32260~300|32022~300|32060~300|32023~300|0~300,10006~240|23204~1,10005~150000~1|10006~340~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
727,0,1168105,0,32022,32324~300|32341~300|32342~300|32063~300|32022~300|32300~300|0~300,10006~240|23104~1,10005~150000~1|10006~340~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
728,0,1168105,0,32063,32301~300|32301~300|32022~300|32470~300|32063~300|32300~300|0~300,10006~240|23304~1,10005~150000~1|10006~340~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
729,0,1168105,0,32024,32136~300|32019~300|30256~300|32220~300|32024~300|32260~300|0~300,10006~240|23404~1,10005~150000~1|10006~340~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
730,1,1168105,31260,31260,32235~300|32236~300|0~300|0~300|0~300|0~300|31260~305,10006~485|23204~1|23104~1|23304~1|23404~1,10005~150000~1|10006~340~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
731,0,1168105,0,32341,32019~300|32021~300|32062~300|32064~300|32341~300|32260~300|0~300,10006~240|23204~1,10005~151000~1|10006~342~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
732,0,1168105,0,32324,32060~300|32324~300|32063~300|32025~300|32324~300|32022~300|0~300,10006~240|23104~1,10005~151000~1|10006~342~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
733,0,1168105,0,30256,32138~300|32445~300|32141~300|32236~300|30256~300|32064~300|0~300,10006~240|23304~1,10005~151000~1|10006~342~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
734,0,1168105,0,32341,32021~300|32236~300|32142~300|30256~300|32341~300|32219~300|0~300,10006~240|23404~1,10005~151000~1|10006~342~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
735,1,1168105,0,32061,32235~300|32019~300|32236~300|32260~300|32061~300|32324~300|0~300,10006~485|23204~1|23104~1|23304~1|23404~1,10005~151000~1|10006~342~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
736,0,1168105,0,32236,32445~300|32058~300|32341~300|32024~300|32236~300|32061~300|0~300,10006~240|23204~1,10005~152000~1|10006~344~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
737,0,1168105,0,32021,32301~300|32058~300|32217~300|32470~300|32021~300|32025~300|0~300,10006~240|23104~1,10005~152000~1|10006~344~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
738,0,1168105,0,32219,32060~300|32019~300|32341~300|32142~300|32219~300|32300~300|0~300,10006~240|23304~1,10005~152000~1|10006~344~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
739,0,1168105,0,32300,32138~300|32136~300|32260~300|32236~300|32300~300|32140~300|0~300,10006~240|23404~1,10005~152000~1|10006~344~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
740,1,1168105,31219,31219,32301~300|32021~300|0~300|0~300|0~300|0~300|31219~305,10006~485|23204~1|23104~1|23304~1|23404~1,10005~152000~1|10006~344~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
741,0,1168105,0,32022,32236~300|32021~300|32063~300|32140~300|32022~300|30256~300|0~300,10006~240|23204~1,10005~153000~1|10006~346~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
742,0,1168105,0,32219,32137~300|32021~300|32021~300|32023~300|32219~300|32023~300|0~300,10006~240|23104~1,10005~153000~1|10006~346~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
743,0,1168105,0,32341,32058~300|32137~300|32342~300|32470~300|32341~300|32141~300|0~300,10006~240|23304~1,10005~153000~1|10006~346~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
744,0,1168105,0,32341,32060~300|32136~300|32062~300|32061~300|32341~300|32260~300|0~300,10006~240|23404~1,10005~153000~1|10006~346~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
745,1,1168105,0,30256,32301~300|32236~300|32341~300|32061~300|30256~300|32023~300|0~300,10006~485|23204~1|23104~1|23304~1|23404~1,10005~153000~1|10006~346~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
746,0,1168105,0,32324,32235~300|32136~300|32142~300|32024~300|32324~300|32022~300|0~300,10006~240|23204~1,10005~154000~1|10006~348~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
747,0,1168105,0,32342,32060~300|32058~300|32219~300|32061~300|32342~300|32470~300|0~300,10006~240|23104~1,10005~154000~1|10006~348~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
748,0,1168105,0,32300,32136~300|32445~300|32470~300|32220~300|32300~300|32022~300|0~300,10006~240|23304~1,10005~154000~1|10006~348~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
749,0,1168105,0,32064,32060~300|32324~300|32140~300|32141~300|32064~300|32220~300|0~300,10006~240|23404~1,10005~154000~1|10006~348~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
750,1,1168105,30256,30256,32060~300|32059~300|0~300|0~300|0~300|0~300|30256~305,10006~485|23204~1|23104~1|23304~1|23404~1,10005~154000~1|10006~348~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
751,0,1168105,0,32060,32235~300|32235~300|32260~300|30256~300|32060~300|32236~300|0~300,10006~245|23204~1,10005~155000~1|10006~350~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
752,0,1168105,0,32061,32301~300|32138~300|32341~300|32217~300|32061~300|32062~300|0~300,10006~245|23104~1,10005~155000~1|10006~350~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
753,0,1168105,0,32300,32301~300|32324~300|32217~300|32341~300|32300~300|32064~300|0~300,10006~245|23304~1,10005~155000~1|10006~350~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
754,0,1168105,0,32260,32137~300|32020~300|32180~300|32324~300|32260~300|32063~300|0~300,10006~245|23404~1,10005~155000~1|10006~350~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
755,1,1168105,0,32236,32236~300|32021~300|32324~300|32062~300|32236~300|32022~300|0~300,10006~490|23204~1|23104~1|23304~1|23404~1,10005~155000~1|10006~350~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
756,0,1168105,0,32260,32058~300|32021~300|32260~300|32341~300|32260~300|32260~300|0~300,10006~245|23204~1,10005~156000~1|10006~352~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
757,0,1168105,0,30256,32137~300|32236~300|32063~300|32300~300|30256~300|30256~300|0~300,10006~245|23104~1,10005~156000~1|10006~352~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
758,0,1168105,0,32220,32136~300|32301~300|32260~300|30256~300|32220~300|32141~300|0~300,10006~245|23304~1,10005~156000~1|10006~352~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
759,0,1168105,0,32324,32020~300|32324~300|32180~300|32236~300|32324~300|32341~300|0~300,10006~245|23404~1,10005~156000~1|10006~352~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
760,1,1168105,30256,30256,32137~300|32136~300|0~300|0~300|0~300|0~300|30256~305,10006~490|23204~1|23104~1|23304~1|23404~1,10005~156000~1|10006~352~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
761,0,1168105,0,32341,32021~300|32021~300|32236~300|32300~300|32341~300|30256~300|0~300,10006~245|23204~1,10005~157000~1|10006~354~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
762,0,1168105,0,32260,32235~300|32324~300|32236~300|32300~300|32260~300|30256~300|0~300,10006~245|23104~1,10005~157000~1|10006~354~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
763,0,1168105,0,32219,32019~300|32236~300|32217~300|32180~300|32219~300|32300~300|0~300,10006~245|23304~1,10005~157000~1|10006~354~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
764,0,1168105,0,32220,32236~300|32058~300|32470~300|32024~300|32220~300|32062~300|0~300,10006~245|23404~1,10005~157000~1|10006~354~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
765,1,1168105,0,32022,32021~300|32235~300|32064~300|32324~300|32022~300|32470~300|0~300,10006~490|23204~1|23104~1|23304~1|23404~1,10005~157000~1|10006~354~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
766,0,1168105,0,32140,32021~300|32138~300|32470~300|32300~300|32140~300|30256~300|0~300,10006~245|23204~1,10005~158000~1|10006~356~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
767,0,1168105,0,32021,32235~300|32137~300|32341~300|32140~300|32021~300|32236~300|0~300,10006~245|23104~1,10005~158000~1|10006~356~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
768,0,1168105,0,32061,32138~300|32020~300|32061~300|32021~300|32061~300|32025~300|0~300,10006~245|23304~1,10005~158000~1|10006~356~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
769,0,1168105,0,32341,32136~300|32021~300|32063~300|30256~300|32341~300|32260~300|0~300,10006~245|23404~1,10005~158000~1|10006~356~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
770,1,1168105,31024,31024,32138~300|32058~300|0~300|0~300|0~300|0~300|31024~305,10006~490|23204~1|23104~1|23304~1|23404~1,10005~158000~1|10006~356~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
771,0,1168105,0,32024,32059~300|32060~300|32025~300|32022~300|32024~300|32324~300|0~300,10006~245|23204~1,10005~159000~1|10006~358~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
772,0,1168105,0,32300,32137~300|32021~300|32064~300|32142~300|32300~300|32236~300|0~300,10006~245|23104~1,10005~159000~1|10006~358~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
773,0,1168105,0,30256,32058~300|32137~300|32260~300|32324~300|30256~300|32022~300|0~300,10006~245|23304~1,10005~159000~1|10006~358~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
