id,txt_RoleName,txt_Des,star,starLimit,isInherit,fragment,distance,elem,jobId,role,fightScale,ishide,book,bloodType,bloodCount,skillNormal,skills,modifyPower,heroBaseProps,heroPropGrowth,monsterPropsRatio,actSummonCnt
30170,神殿刺客,针对后排、针对战士,4,5,,22170~30,1,5,2,301700,1,,4|5,0,0,317001,317011|317021|317031,,10~518|12~155|14~3912|15~104|20~0.05|21~1.5|30~1|31~1,10~20.7|12~11.6|14~65.2|15~0,1.32|0.99|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30171,老祭司,眩晕,4,5,,22171~30,2,5,3,301710,1,,4|5,0,0,317101,317111|317121|317131,,10~632|12~142|14~3385|15~103|20~0.05|21~1.5|30~1|31~1,10~25.3|12~10.6|14~56.4|15~0,1.44|0.94|0.99|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30175,明啸,治疗、减伤、反伤、护盾,5,14,1,22175~50,2,5,1,301750,1,,5|10|14,0,0,317501,317511|317521|317531|317541|317551,,10~460|12~242|14~5692|15~104|20~0.05|21~1.5|30~1|31~1,10~18.4|12~18.1|14~94.8|15~0,0.92|1.21|1.27|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30176,阿泰尔,,5,14,1,22176~50,1,5,2,301760,1,1,,0,0,317601,,,10~664|12~198|14~4655|15~105|20~0.05|21~1.5|30~1|31~1,10~26.5|12~14.9|14~77.5|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30177,光明使者,降低攻击,5,10,1,22177~50,1,5,3,301770,1,,5|10,0,0,317701,317711|317721|317731|317741,,10~725|12~188|14~4365|15~104|20~0.05|21~1.5|30~1|31~1,10~29|12~14.1|14~72.7|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30178,奥法精英,眩晕、技能增伤、针对后排,5,14,1,22178~50,2,5,3,301780,1,,5|10|14,0,0,317801,317811|317821|317831|317841|317851,,10~729|12~189|14~4321|15~105|20~0.05|21~1.5|30~1|31~1,10~29.1|12~14.2|14~72|15~0,1.44|0.94|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30179,蕾娜,,5,14,1,22179~50,2,5,4,301790,1,1,,0,0,317901,,,10~703|12~201|14~4276|15~105|20~0.05|21~1.5|30~1|31~1,10~28.1|12~15.1|14~71.2|15~0,1.38|0.99|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30180,圣职者,治疗、攻击回复、受击回复,5,10,1,22180~50,1,5,5,301800,1,,5|10,0,0,318001,318011|318021|318031|318041,,10~618|12~214|14~4702|15~104|20~0.05|21~1.5|30~1|31~1,10~24.7|12~16|14~78.3|15~0,1.21|1.05|1.1|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30181,朱丽叶,,5,14,1,22181~50,2,5,5,301810,1,1,,0,0,318101,,,10~603|12~209|14~4950|15~104|20~0.05|21~1.5|30~1|31~1,10~24.1|12~15.6|14~82.5|15~0,1.21|1.05|1.1|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30319,赵云,爆发、吸血、队友复活、斩杀,5,14,1,22319~50,1,5,2,303190,1,,5|10|14,0,0,331901,331911|331921|331931|331941|331951,,10~667|12~197|14~4678|15~104|20~0.05|21~1.5|30~1|31~1,10~26.7|12~14.7|14~77.9|15~0,1.32|0.99|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30320,马瑟拉,,5,14,1,22320~50,1,5,2,303200,1,1,,0,0,332001,,,10~674|12~196|14~4655|15~105|20~0.05|21~1.5|30~1|31~1,10~26.9|12~14.7|14~77.5|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30321,灰袍巫师,护盾、受击回怒、混乱,5,14,1,22321~50,2,5,3,303210,1,,5|10|14,0,0,332101,332111|332121|332131|332141|332151,,10~740|12~184|14~4388|15~105|20~0.05|21~1.5|30~1|31~1,10~29.6|12~13.8|14~73.1|15~0,1.44|0.94|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,90
30322,银闪,,5,14,1,22322~50,2,5,4,303220,1,1,,0,0,332201,,,10~717|12~194|14~4365|15~105|20~0.05|21~1.5|30~1|31~1,10~28.7|12~14.5|14~72.7|15~0,1.38|0.99|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30323,银色神官,驱散、无敌、复活、治疗、换血,5,14,1,22323~50,2,5,5,303230,1,,5|10|14,0,0,332301,332311|332321|332331|332341|332351,,10~633|12~203|14~4826|15~104|20~0.05|21~1.5|30~1|31~1,10~25.3|12~15.2|14~80.4|15~0,1.21|1.05|1.1|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30324,圣堂武士,增伤、针对低防,5,14,1,22324~50,1,5,2,303240,1,,5|10|14,0,0,332401,332411|332421|332431|332441|332451,,10~661|12~198|14~4702|15~105|20~0.05|21~1.5|30~1|31~1,10~26.4|12~14.8|14~78.3|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,90
30325,光暴,,5,14,1,22325~50,1,5,3,303250,1,1,,0,0,332501,,,10~711|12~187|14~4477|15~104|20~0.05|21~1.5|30~1|31~1,10~28.4|12~14|14~74.6|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30445,雷特,针对残血、回怒、治疗、眩晕、增伤,5,14,1,22445~50,1,5,2,304450,1,,5|10|14,0,0,344501,344511|344521|344531|344541|344551,,10~648|12~199|14~4749|15~104|20~0.05|21~1.5|30~1|31~1,10~25.9|12~14.9|14~79.1|15~0,1.32|0.99|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,90
30448,悲伤挽歌,混乱、斩杀、回合技、攻击降怒,5,14,1,22448~50,2,5,4,304480,1,,5|10|14,0,0,344801,344811|344821|344831|344841|344851,,10~669|12~200|14~4521|15~105|20~0.05|21~1.5|30~1|31~1,10~26.7|12~15|14~75.3|15~0,1.38|0.99|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30206,冥界法师,针对后排,3,3,,22206~20,2,6,3,302060,1,,3,0,0,320601,320611|320621,,10~414|12~114|14~2726|15~102|20~0.05|21~1.5|30~1|31~1,10~16.5|12~8.5|14~45.4|15~0,1.44|0.94|0.99|102|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30207,黑雾,治疗,3,3,,22207~20,1,6,5,302070,1,,3,0,0,320701,320711|320721,,10~344|12~128|14~3044|15~102|20~0.05|21~1.5|30~1|31~1,10~13.7|12~9.6|14~50.7|15~0,1.21|1.05|1.1|102|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30208,见习死神,针对后排,4,5,,22208~30,1,6,1,302080,1,,4|5,0,0,320801,320811|320821|320831,,10~368|12~193|14~4554|15~103|20~0.05|21~1.5|30~1|31~1,10~14.7|12~14.5|14~75.9|15~0,0.92|1.21|1.27|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30209,黑暗侍从,针对后排、燃烧,4,5,,22209~30,1,6,2,302090,1,,4|5,0,0,320901,320911|320921|320931,,10~526|12~159|14~3743|15~104|20~0.05|21~1.5|30~1|31~1,10~21|12~11.9|14~62.3|15~0,1.32|0.99|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30213,小女巫,针对后排,4,5,,22213~30,2,6,5,302130,1,,4|5,0,0,321301,321311|321321|321331,,10~478|12~170|14~3920|15~103|20~0.05|21~1.5|30~1|31~1,10~19.1|12~12.7|14~65.3|15~0,1.21|1.05|1.1|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30214,幽冥勇者,防御增强、护盾、行动技、回合技,5,14,1,22214~50,1,6,1,302140,1,,5|10|14,0,0,321401,321411|321421|321431|321441|321451,,10~453|12~249|14~5607|15~104|20~0.05|21~1.5|30~1|31~1,10~18.1|12~18.6|14~93.4|15~0,0.92|1.21|1.27|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30215,尼雅,,5,14,1,22215~50,2,6,2,302150,1,1,,0,0,321501,,,10~648|12~205|14~4608|15~105|20~0.05|21~1.5|30~1|31~1,10~25.9|12~15.4|14~76.8|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30216,暗刃达斯,,5,14,1,22216~50,1,6,2,302160,1,1,,0,0,321601,,,10~644|12~207|14~4584|15~105|20~0.05|21~1.5|30~1|31~1,10~25.7|12~15.5|14~76.4|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30217,邪恶法师,偷取、暴击,5,10,1,22217~50,2,6,3,302170,1,,5|10,0,0,321701,321711|321721|321731|321741,,10~718|12~187|14~4455|15~104|20~0.05|21~1.5|30~1|31~1,10~28.7|12~14|14~74.2|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30218,摄魂女士,,5,14,1,22218~50,2,6,3,302180,1,1,,0,0,321801,,,10~722|12~185|14~4477|15~104|20~0.05|21~1.5|30~1|31~1,10~28.8|12~13.8|14~74.6|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30219,猎杀者,针对后排、增伤,5,10,1,22219~50,1,6,4,302190,1,,5|10,0,0,321901,321911|321921|321931|321941,,10~696|12~194|14~4499|15~105|20~0.05|21~1.5|30~1|31~1,10~27.8|12~14.5|14~74.9|15~0,1.38|0.99|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30220,索姆拉,后排吸血、免疫死亡,5,10,1,22220~50,1,6,5,302200,1,,5|10,0,0,322001,322011|322021|322031|322041,,10~612|12~202|14~5024|15~104|20~0.05|21~1.5|30~1|31~1,10~24.5|12~15.2|14~83.7|15~0,1.21|1.05|1.1|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30340,罗密欧,,5,14,1,22340~50,1,6,1,303400,1,1,,0,0,334001,,,10~469|12~232|14~5806|15~104|20~0.05|21~1.5|30~1|31~1,10~18.7|12~17.4|14~96.7|15~0,0.92|1.21|1.27|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30341,DIVA,驱散、回怒、针对残血、减伤、免疫死亡,5,14,1,22341~50,2,6,2,303410,1,,5|10|14,0,0,334101,334111|334121|334131|334141|334151,,10~694|12~188|14~4232|15~105|20~0.05|21~1.5|30~1|31~1,10~27.7|12~14.1|14~70.5|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,90
30342,死神卡戎,降怒、回怒、免疫死亡,5,10,1,22342~50,1,6,3,303420,1,,5|10,0,0,334201,334211|334221|334231|334241,,10~718|12~187|14~4455|15~104|20~0.05|21~1.5|30~1|31~1,10~28.7|12~14|14~74.2|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70
30343,塞壬妮,,5,14,1,22343~50,2,6,4,303430,1,1,,0,0,334301,,,10~686|12~197|14~4499|15~105|20~0.05|21~1.5|30~1|31~1,10~27.4|12~14.7|14~74.9|15~0,1.38|0.99|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30344,黑暗之子,治疗、控制抗性、中毒、沉默、暗系增伤,5,14,1,22344~50,2,6,5,303440,1,,5|10|14,0,0,334401,334411|334421|334431|334441|334451,,10~597|12~206|14~5049|15~104|20~0.05|21~1.5|30~1|31~1,10~23.9|12~15.5|14~84.1|15~0,1.21|1.05|1.1|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30345,恶魔猎人,燃烧、额外行动、吸取怒气,5,14,1,22345~50,2,6,2,303450,1,,5|10|14,0,0,334501,334511|334521|334531|334541|334551,,10~651|12~195|14~4843|15~105|20~0.05|21~1.5|30~1|31~1,10~26|12~14.6|14~80.7|15~0,1.32|0.99|1.05|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30346,无妄,,5,14,1,22346~50,2,6,3,303460,1,1,,0,0,334601,,,10~704|12~183|14~4633|15~104|20~0.05|21~1.5|30~1|31~1,10~28.1|12~13.7|14~77.2|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30468,利维亚桑,沉默、禁魔、中毒、石化、治疗、回怒,5,14,1,22468~50,2,6,3,304680,1,,5|10|14,0,0,346801,346811|346821|346831|346841|346851,,10~790|12~177|14~4232|15~104|20~0.05|21~1.5|30~1|31~1,10~31.6|12~13.3|14~70.5|15~0,1.44|0.94|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120
30470,暗龙女王,偷取、控制、持续伤害,5,14,1,22470~50,2,6,5,304700,1,,5|10|14,0,0,347001,347011|347021|347031|347041|347051,,10~603|12~209|14~4950|15~104|20~0.05|21~1.5|30~1|31~1,10~24.1|12~15.6|14~82.5|15~0,1.21|1.05|1.1|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,90
30501,哥布林盗贼,冰冻、针对后排,5,5,0,22501~50,1,1,2,300140,1,,,0,0,301401,301411|301421|301431,,10~460|12~144|14~4104|15~104|20~0.05|21~1.5|30~1|31~1,10~18.4|12~10.8|14~68.4|15~0,1.15|0.9|1.14|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30502,悠闲青蛙,寒霜、针对后排,5,5,0,22502~50,1,1,3,300150,1,,,0,0,301501,301511|301521|301531,,10~495|12~136|14~3907|15~103|20~0.05|21~1.5|30~1|31~1,10~19.8|12~10.2|14~65.1|15~0,1.25|0.85|1.08|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30503,莱戈斯,针对后排,5,5,0,22503~50,1,1,4,300160,1,,,0,0,301601,301611|301621|301631,,10~470|12~145|14~3926|15~104|20~0.05|21~1.5|30~1|31~1,10~18.8|12~10.9|14~65.4|15~0,1.2|0.9|1.08|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30504,水精灵,治疗,5,5,0,22504~50,2,1,5,300180,1,,,0,0,301801,301811|301821|301831,,10~407|12~154|14~4384|15~103|20~0.05|21~1.5|30~1|31~1,10~16.2|12~11.5|14~73|15~0,1.05|0.95|1.2|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30505,水晶蜘蛛,反伤、受击回怒,5,5,0,22505~50,1,2,1,300520,1,,,0,0,305201,305211|305221|305231,,10~346|12~173|14~4690|15~103|20~0.05|21~1.5|30~1|31~1,10~13.8|12~13|14~78.1|15~0,0.88|1.1|1.27|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30506,匿影武者,中毒、针对后排,5,5,0,22506~50,1,2,2,300530,1,,,0,0,305301,305311|305321|305331,,10~495|12~141|14~3912|15~104|20~0.05|21~1.5|30~1|31~1,10~19.8|12~10.5|14~65.2|15~0,1.27|0.9|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30507,铃铛猫,全体、针对战士,5,5,0,22507~50,1,2,3,300540,1,,,0,0,305401,305411|305421|305431,,10~695|12~129|14~3385|15~105|20~0.05|21~1.5|30~1|31~1,10~24.2|12~9.6|14~56.4|15~0,1.38|0.85|0.99|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30508,花仙子,免疫控制、免疫暴击、针对后排,5,5,0,22508~50,2,2,4,300560,1,,,0,0,305601,305611|305621|305631,,10~528|12~144|14~3564|15~104|20~0.05|21~1.5|30~1|31~1,10~21.1|12~10.8|14~59.4|15~0,1.32|0.9|0.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30509,小火龙,治疗、攻击治疗,5,5,0,22509~50,2,4,1,301300,1,,,0,0,313001,313011|313021|313031,,10~349|12~180|14~4455|15~103|20~0.05|21~1.5|30~1|31~1,10~13.9|12~13.5|14~74.2|15~0,0.92|1.1|1.21|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30510,焰灵,攻击降防,5,5,0,22510~50,2,4,1,301310,1,,,0,0,313101,313111|313121|313131,,10~368|12~176|14~4347|15~103|20~0.05|21~1.5|30~1|31~1,10~14.7|12~13.2|14~72.4|15~0,0.92|1.1|1.21|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30511,南瓜头,怒气回复、针对后排,5,5,0,22511~50,1,4,3,301330,1,,,0,0,313301,313311|313321|313331,,10~572|12~137|14~3384|15~103|20~0.05|21~1.5|30~1|31~1,10~22.8|12~10.3|14~56.4|15~0,1.44|0.85|0.95|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30512,巨头,针对残血、治疗,5,5,0,22512~50,1,4,4,301340,1,,,0,0,313401,313411|313421|313431,,10~546|12~146|14~3367|15~104|20~0.05|21~1.5|30~1|31~1,10~21.8|12~11|14~56.1|15~0,1.38|0.9|0.95|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30513,雪人,针对战士、针对游侠,5,5,0,22513~50,1,5,1,301690,1,,,0,0,316901,316911|316921|316931,,10~362|12~190|14~4690|15~103|20~0.05|21~1.5|30~1|31~1,10~14.4|12~14.3|14~78.1|15~0,0.92|1.21|1.27|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30514,圣堂武士,针对后排、针对战士,5,5,0,22514~50,1,5,2,301700,1,,,0,0,317001,317011|317021|317031,,10~518|12~155|14~3912|15~104|20~0.05|21~1.5|30~1|31~1,10~20.7|12~11.6|14~65.2|15~0,1.32|0.99|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30515,老祭司,眩晕,5,5,0,22515~50,2,5,3,301710,1,,,0,0,317101,317111|317121|317131,,10~632|12~142|14~3385|15~103|20~0.05|21~1.5|30~1|31~1,10~25.3|12~10.6|14~56.4|15~0,1.44|0.94|0.99|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30516,见习死神,针对后排,5,5,0,22516~50,1,6,1,302080,1,,,0,0,320801,320811|320821|320831,,10~368|12~193|14~4554|15~103|20~0.05|21~1.5|30~1|31~1,10~14.7|12~14.5|14~75.9|15~0,0.92|1.21|1.27|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30517,黑暗侍从,针对后排、燃烧,5,5,0,22517~50,1,6,2,302090,1,,,0,0,320901,320911|320921|320931,,10~526|12~159|14~3743|15~104|20~0.05|21~1.5|30~1|31~1,10~21|12~11.9|14~62.3|15~0,1.32|0.99|1.05|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30518,小女巫,针对后排,5,5,0,22518~50,2,6,5,302130,1,,,0,0,321301,321311|321321|321331,,10~478|12~170|14~3920|15~103|20~0.05|21~1.5|30~1|31~1,10~19.1|12~12.7|14~65.3|15~0,1.21|1.05|1.1|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30913,3星水系侍卫,,3,3,,22913~20,,1,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30914,4星水系侍卫,,4,4,,22914~30,,1,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30915,5星水系侍卫,,5,5,,22915~50,,1,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30923,3星雷系侍卫,,3,3,,22923~20,,2,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30924,4星雷系侍卫,,4,4,,22924~30,,2,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30925,5星雷系侍卫,,5,5,,22925~50,,2,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30943,3星火系侍卫,,3,3,,22943~20,,4,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30944,4星火系侍卫,,4,4,,22944~30,,4,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30945,5星火系侍卫,,5,5,,22945~50,,4,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30953,3星光系侍卫,,3,3,,22953~20,,5,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30954,4星光系侍卫,,4,4,,22954~30,,5,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
