Id,lv,txt_Name,icon,txt_Des,skillFunc,skillType,distance,buffShow,nextSkill,skillAnim,bulletType,bulletJsonName,skillCharge,hitShake,powerRatio,kamiSound
323854,4,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
304201,1,,,,3042011,normal,1,,,attack_1,1,,,,,
304211,1,虚弱之牙,ui_skill_42,对单个敌人造成134%攻击的伤害，偷取目标10%暴击，加到自己身上，持续1回合,3042111|3042112,special,2,,,attack_2,1,,,,,
304301,1,,,,3043011,normal,1,,,attack_1,1,,,,,
304311,1,雷电铠甲,ui_skill_61,对单个敌人造成134%攻击的伤害，使自身防御+36%，持续1回合,3043111|3043112,special,2,,,attack_2,4,sp_sk_hit_punishing_shot_crowd,,,,
304601,1,,,,3046011,normal,2,,,attack_1,1,,,,,
304611,1,火力全开,ui_skill_46,对单个敌人造成203%攻击的伤害,3046111,special,2,,,attack_2,1,,,,,
304701,1,,,,3047011,normal,1,,,attack_1,1,,,,,
304711,1,冰蓝障壁,ui_skill_47,对前排敌人造成83%攻击的伤害，使己方前排防御+22%，持续1回合,3047111|3047112,special,2,,,attack_2,4,sp_sk_hit_icebeer,,,,
304721,1,生命提升,ui_passiveSkill_hp,生命+5%,11401,passive,2,,,,,,,,,
304801,1,,,,3048011,normal,1,,,attack_1,1,,,,,
304811,1,自动攻击,ui_skill_178,对后排生命最低的2个敌人造成114%攻击的伤害,3048111,special,2,,,attack_2,4,sp_sk_hit_punishing_shot_crowd,,,,
304821,1,攻击提升,ui_passiveSkill_critical,攻击+5%,11001,passive,2,,,,,,,,,
305101,1,,,,3051011,normal,1,,,attack_1,1,,,,,
305111,1,爪击,ui_skill_51,对单个敌人造成152%攻击的伤害，恢复我方生命百分比最低2人76%攻击的生命值,3051111|3051112,special,2,,,attack_2,1,,,,,
305121,1,防御提升,ui_passiveSkill_physicalDefence,防御+5%,11201,passive,2,,,,,,,,,
305201,1,,,,3052011,normal,1,,,attack_1,,,,,,
305211,1,水晶铠甲,ui_skill_143,对前排敌人造成83%攻击的伤害，为自己增加反弹效果，受击时反弹20%伤害给攻击者,3052111|3052112,special,2,,,attack_2,4,sp_sk_bulehurt,,,,
305221,1,水晶头脑,ui_passiveSkill_183,受击时使自身怒气+5,3052211,passive,2,,,,,,,,,
305231,1,生命提升,ui_passiveSkill_hp,生命+7%,11402,passive,2,,,,,,,,,
305232,2,生命提升,ui_passiveSkill_hp,生命+10%,11403,passive,2,,,,,,,,,
305301,1,,,,3053011,normal,1,,,attack_1,1,,,,,
305311,1,雷光斩,ui_skill_47,对后排生命最低的敌人造成120%攻击的伤害，使目标防御-35%，持续2回合,3053111|3053112,special,2,,,attack_2,4,sp_006_skill_hit,,,,
305321,1,淬毒秘要,ui_passiveSkill_111,攻击时30%几率使目标中毒，每回合受到施法者攻击25%的伤害，持续1回合,3053211,passive,2,,,,,,,,,
305331,1,攻击提升,ui_passiveSkill_critical,攻击+7%,11002,passive,2,,,,,,,,,
305332,2,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
305401,1,,,,3054011,normal,2,,,attack_1,3,sp_178_attack_fly,,,,
305411,1,狂雷术,ui_skill_54,对全体敌人造成89%攻击的伤害,3054111,special,2,,,attack_2,3,sp_178_skill_fly,,,,
305421,1,雷雨天气,ui_passiveSkill_178,使自身对战士增伤+12%，持续到战斗结束,3054211,passive,2,,,,,,,,,
305431,1,攻击提升,ui_passiveSkill_critical,攻击+7%,11002,passive,2,,,,,,,,,
305432,2,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
305601,1,,,,3056011,normal,2,,,attack_1,,,,,,
305611,1,祝福,ui_skill_180,对后排随机2个敌人造成83%攻击的伤害，使我方随机2人免疫控制效果，持续1回合,3056111|3056112,special,2,,,attack_2,,,,,,
305621,1,轻盈,ui_passiveSkill_42,免疫暴击,3056211,passive,2,,,,,,,,,
305631,1,防御提升,ui_passiveSkill_physicalDefence,防御+7%,11202,passive,2,,,,,,,,,
305632,2,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
305801,1,,,,3058011,normal,1,,,attack_1,,,,,,
305811,1,电磁干扰,ui_passiveSkill_110,对前排敌人造成116%攻击的伤害，嘲讽敌方全体，使其普攻和主动技能只会攻击施法者,3058111|3058112,special,2,,,attack_2,4,sp_sk_hit_tornado_blue,,,,
305812,2,电磁干扰,ui_passiveSkill_110,对前排敌人造成127%攻击的伤害，嘲讽敌方全体，使其普攻和主动技能只会攻击施法者,3058121|3058122,special,2,,,attack_2,4,sp_sk_hit_tornado_blue,,,,
305813,3,电磁干扰,ui_passiveSkill_110,对前排敌人造成139%攻击的伤害，嘲讽敌方全体，使其普攻和主动技能只会攻击施法者,3058131|3058132,special,2,,,attack_2,4,sp_sk_hit_tornado_blue,,,,
305814,4,电磁干扰,ui_passiveSkill_110,对前排敌人造成154%攻击的伤害，嘲讽敌方全体，使其普攻和主动技能只会攻击施法者,3058141|3058142,special,2,,,attack_2,4,sp_sk_hit_tornado_blue,,,,
305821,1,磁暴,ui_passiveSkill_88,受到攻击时，有60%几率回复自身2%最大生命的血量,3058211,passive,2,,,,,,,,,
305822,2,磁暴,ui_passiveSkill_88,受到攻击时，有60%几率回复自身3%最大生命的血量,3058221,passive,2,,,,,,,,,
305823,3,磁暴,ui_passiveSkill_88,受到攻击时，有60%几率回复自身4%最大生命的血量,3058231,passive,2,,,,,,,,,
305824,4,磁暴,ui_passiveSkill_88,受到攻击时，有60%几率回复自身5%最大生命的血量,3058241,passive,2,,,,,,,,,
305831,1,生命提升,ui_passiveSkill_hp,生命+10%,11403,passive,2,,,,,,,,,
305832,2,生命提升,ui_passiveSkill_hp,生命+15%,11404,passive,2,,,,,,,,,
305833,3,生命提升,ui_passiveSkill_hp,生命+20%,11405,passive,2,,,,,,,,,
305834,4,生命提升,ui_passiveSkill_hp,生命+25%，防御+11%,11406|11204,passive,2,,,,,,,,,
305841,1,电磁强化,ui_passiveSkill_81,减伤+8%，持续到战斗结束，雷吼施放技能有25%几率使目标沉默，无法释放技能，持续1回合,3058411|3058412,passive,2,,,,,,,,,
305842,2,电磁强化,ui_passiveSkill_81,减伤+9%，持续到战斗结束，雷吼施放技能有29%几率使目标沉默，无法释放技能，持续1回合,3058421|3058422,passive,2,,,,,,,,,
305843,3,电磁强化,ui_passiveSkill_81,减伤+10%，持续到战斗结束，雷吼施放技能有34%几率使目标沉默，无法释放技能，持续1回合,3058431|3058432,passive,2,,,,,,,,,
305844,4,电磁强化,ui_passiveSkill_81,减伤+12%，持续到战斗结束，雷吼施放技能有40%几率使目标沉默，无法释放技能，持续1回合,3058441|3058442,passive,2,,,,,,,,,
305851,1,活性核心,ui_passiveSkill_33,回合开始时，有35%几率获得以下效果中的1个：为自身附加最大生命25%的护盾；抗暴+36%，持续1回合；受疗效果+36%，持续1回合,3058511,passive,2,,,,,,,,,
305901,1,,,,3059011,normal,1,,,attack_1,,,,,,
305911,1,雷霆一击,ui_passiveSkill_86,对随机1个敌人造成207%攻击的伤害，若击杀目标则再次释放大招，最多额外释放5次,3059111|3059112,special,1,,,attack_2,,,,,,
305912,2,雷霆一击,ui_passiveSkill_86,对随机1个敌人造成226%攻击的伤害，若击杀目标则再次释放大招，最多额外释放5次,3059121|3059122,special,1,,,attack_2,,,,,,
305913,3,雷霆一击,ui_passiveSkill_86,对随机1个敌人造成248%攻击的伤害，若击杀目标则再次释放大招，最多额外释放5次,3059131|3059132,special,1,,,attack_2,,,,,,
305921,1,雷袭,ui_skill_59,回合结束时对敌方随机1个前排敌人造成20%攻击的真实伤害，并有40%几率使其麻痹抗性-17%，持续2回合,3059211,passive,2,,,,,,,,,
305922,2,雷袭,ui_skill_59,回合结束时对敌方随机1个前排敌人造成25%攻击的真实伤害，并有40%几率使其麻痹抗性-20%，持续2回合,3059221,passive,2,,,,,,,,,
305923,3,雷袭,ui_skill_59,回合结束时对敌方随机1个前排敌人造成28%攻击的真实伤害，并有40%几率使其麻痹抗性-22%，持续2回合,3059231,passive,2,,,,,,,,,
305931,1,攻击提升,ui_passiveSkill_magicDefence,攻击+9%,11003,passive,2,,,,,,,,,
305932,2,攻击提升,ui_passiveSkill_magicDefence,攻击+11%,11004,passive,2,,,,,,,,,
305933,3,攻击提升,ui_passiveSkill_magicDefence,攻击+13%,11005,passive,2,,,,,,,,,
305941,1,稳如泰山,ui_passiveSkill_107,回合开始时，有40%几率给己方攻击最高目标附加雷神之手防御44%的护盾，并使其抗暴+36%，持续1回合,3059411,passive,2,,,,,,,,,
305942,2,稳如泰山,ui_passiveSkill_107,回合开始时，有40%几率给己方攻击最高目标附加雷神之手防御73%的护盾，并使其抗暴+42%，持续1回合,3059421,passive,2,,,,,,,,,
305943,3,稳如泰山,ui_passiveSkill_107,回合开始时，有40%几率给己方攻击最高目标附加雷神之手防御102%的护盾，并使其抗暴+47%，持续1回合,3059431,passive,2,,,,,,,,,
306001,1,,,,3060011,normal,1,,,attack_1,,,,,,
306011,1,碎裂割,ui_skill_60,对后排随机3个敌人造成27%攻击的伤害，100%几率使其中1名敌人麻痹，无法行动，持续2回合，使剩余2个敌人攻击-21%，持续2回合,3060111|3060112|3060113,special,2,,,attack_2,,,,,,
306012,2,碎裂割,ui_skill_60,对后排随机3个敌人造成29%攻击的伤害，100%几率使其中1名敌人麻痹，无法行动，持续2回合，使剩余2个敌人攻击-24%，持续2回合,3060121|3060122|3060123,special,2,,,attack_2,,,,,,
306013,3,碎裂割,ui_skill_60,对后排随机3个敌人造成32%攻击的伤害，100%几率使其中1名敌人麻痹，无法行动，持续2回合，使剩余2个敌人攻击-27%，持续2回合,3060131|3060132|3060133,special,2,,,attack_2,,,,,,
306021,1,灌雷之爪,ui_passiveSkill_87,暴击时使自身暴击+21%，持续2回合,3060211,passive,2,,,,,,,,,
306022,2,灌雷之爪,ui_passiveSkill_87,暴击时使自身暴击+24%，持续2回合,3060221,passive,2,,,,,,,,,
306023,3,灌雷之爪,ui_passiveSkill_87,暴击时使自身暴击+27%，持续2回合,3060231,passive,2,,,,,,,,,
306031,1,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
306032,2,攻击提升,ui_passiveSkill_critical,攻击+11%,11004,passive,2,,,,,,,,,
306033,3,攻击提升,ui_passiveSkill_critical,攻击+13%,11005,passive,2,,,,,,,,,
306041,1,神之躯体,ui_passiveSkill_108,暴击时使自身暴伤+35%，持续2回合,3060411,passive,2,,,,,,,,,
306042,2,神之躯体,ui_passiveSkill_108,暴击时使自身暴伤+40%，持续2回合,3060421,passive,2,,,,,,,,,
306043,3,神之躯体,ui_passiveSkill_108,暴击时使自身暴伤+45%，持续2回合,3060431,passive,2,,,,,,,,,
306101,1,,,,3061011,normal,2,,,attack_1,2,sp_magicball,,,,
306111,1,雷神之怒,ui_skill_61,对全体敌人造成84%攻击的伤害，35%几率使目标麻痹，无法行动，持续2回合,3061111|3061112,special,2,,,attack_2,3,sp_sk_fly_red_elec_stand,,,,
306112,2,雷神之怒,ui_skill_61,对全体敌人造成91%攻击的伤害，38%几率使目标麻痹，无法行动，持续2回合,3061121|3061122,special,2,,,attack_2,3,sp_sk_fly_red_elec_stand,,,,
306113,3,雷神之怒,ui_skill_61,对全体敌人造成98%攻击的伤害，40%几率使目标麻痹，无法行动，持续2回合,3061131|3061132,special,2,,,attack_2,3,sp_sk_fly_red_elec_stand,,,,
306121,1,导电,ui_passiveSkill_88,受到治疗时使自身攻击+5%，持续到战斗结束，最高叠加6层,3061211,passive,2,,,,,,,,,
306122,2,导电,ui_passiveSkill_88,受到治疗时使自身攻击+6%，持续到战斗结束，最高叠加6层,3061221,passive,2,,,,,,,,,
306123,3,导电,ui_passiveSkill_88,受到治疗时使自身攻击+7%，持续到战斗结束，最高叠加6层,3061231,passive,2,,,,,,,,,
306131,1,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
306132,2,攻击提升,ui_passiveSkill_critical,攻击+11%,11004,passive,2,,,,,,,,,
306133,3,攻击提升,ui_passiveSkill_critical,攻击+13%,11005,passive,2,,,,,,,,,
306141,1,雷神的祝福,ui_passiveSkill_109,普攻时15%几率使目标麻痹，无法行动，持续2回合,3061411,passive,2,,,,,,,,,
306142,2,雷神的祝福,ui_passiveSkill_109,普攻时20%几率使目标麻痹，无法行动，持续2回合,3061421,passive,2,,,,,,,,,
306143,3,雷神的祝福,ui_passiveSkill_109,普攻时25%几率使目标麻痹，无法行动，持续2回合,3061431,passive,2,,,,,,,,,
306201,1,,,,3062011,normal,2,,,attack_1,,,,,,
306211,1,神经麻痹,ui_skill_62,对生命最高的敌人造成194%攻击+2%目标最大生命的伤害,3062111,special,2,,,attack_2,3,sp_178_skill_fly,,,,
306212,2,神经麻痹,ui_skill_62,对生命最高的敌人造成212%攻击+3%目标最大生命的伤害,3062121,special,2,,,attack_2,3,sp_178_skill_fly,,,,
306213,3,神经麻痹,ui_skill_62,对生命最高的敌人造成233%攻击+4%目标最大生命的伤害,3062131,special,2,,,attack_2,3,sp_178_skill_fly,,,,
306221,1,麻痹强化剂,ui_passiveSkill_89,释放技能时，对受到控制的目标造成额外3%最大生命的伤害,3062211,passive,2,,,,,,,,,
306222,2,麻痹强化剂,ui_passiveSkill_89,释放技能时，对受到控制的目标造成额外4%最大生命的伤害,3062221,passive,2,,,,,,,,,
306223,3,麻痹强化剂,ui_passiveSkill_89,释放技能时，对受到控制的目标造成额外5%最大生命的伤害,3062231,passive,2,,,,,,,,,
306231,1,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
306232,2,攻击提升,ui_passiveSkill_critical,攻击+11%,11004,passive,2,,,,,,,,,
306233,3,攻击提升,ui_passiveSkill_critical,攻击+13%,11005,passive,2,,,,,,,,,
306241,1,雷电漩涡,ui_passiveSkill_110,死亡时使敌方前排防御-21%，持续2回合,3062411,passive,2,,,,,,,,,
306242,2,雷电漩涡,ui_passiveSkill_110,死亡时使敌方前排防御-24%，持续2回合,3062421,passive,2,,,,,,,,,
306243,3,雷电漩涡,ui_passiveSkill_110,死亡时使敌方前排防御-27%，持续2回合,3062431,passive,2,,,,,,,,,
306301,1,,,,3063011,normal,2,,,attack_1,2,sp_magicball,,,,
306302,2,,,,3063021,normal,2,,,attack_1,2,sp_magicball,,,,
306311,1,舞动世界,ui_skill_63,对随机2个敌人造成131%攻击的伤害，55%几率使游侠敌人沉默，无法释放技能，持续2回合,3063111|3063112,special,2,,,attack_2,4,sp_sk_bulehurt,,,,
306312,2,舞动世界,ui_skill_63,对随机2个敌人造成143%攻击的伤害，55%几率使游侠敌人沉默，无法释放技能，持续2回合,3063121|3063122,special,2,,,attack_2,4,sp_sk_bulehurt,,,,
306313,3,舞动世界,ui_skill_63,对随机2个敌人造成157%攻击的伤害，55%几率使游侠敌人沉默，无法释放技能，持续2回合,3063131|3063132,special,2,,,attack_2,4,sp_sk_bulehurt,,,,
306321,1,散射,ui_passiveSkill_90,普通攻击变为攻击随机2人，翔空在场时，使自身攻击+21%，持续到战斗结束,3063211|3063212,passive,2,,,,,,,,,
306322,2,散射,ui_passiveSkill_90,普通攻击变为攻击随机2人，翔空在场时，使自身攻击+24%，持续到战斗结束,3063221|3063222,passive,2,,,,,,,,,
306323,3,散射,ui_passiveSkill_90,普通攻击变为攻击随机2人，翔空在场时，使自身攻击+27%，持续到战斗结束,3063231|3063232,passive,2,,,,,,,,,
306331,1,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
306332,2,防御提升,ui_passiveSkill_physicalDefence,防御+11%,11204,passive,2,,,,,,,,,
306333,3,防御提升,ui_passiveSkill_physicalDefence,防御+13%,11205,passive,2,,,,,,,,,
306341,1,杀虫剂,ui_passiveSkill_111,普攻时50%几率使战士目标禁魔，无法回复能量，持续2回合,3063411,passive,2,,,,,,,,,
306342,2,杀虫剂,ui_passiveSkill_111,普攻时70%几率使战士目标禁魔，无法回复能量，持续2回合,3063421,passive,2,,,,,,,,,
306343,3,杀虫剂,ui_passiveSkill_111,普攻时100%几率使战士目标禁魔，无法回复能量，持续2回合,3063431,passive,2,,,,,,,,,
306401,1,,,,3064011,normal,1,,,attack_1,,,,,,
306402,2,,,,3064011|3064022,normal,1,,,attack_1,,,,,,
306403,3,,,,3064011|3064032,normal,1,,,attack_1,,,,,,
306404,4,,,,3064011|3064042,normal,1,,,attack_1,,,,,,
306411,1,舍己为人,ui_skill_62,对前排敌人造成157%攻击的伤害，标记敌方随机1人，当其死亡时治疗我方全体10%该目标最大生命的血量,3064111|3064112,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
306412,2,舍己为人,ui_skill_62,对前排敌人造成172%攻击的伤害，标记敌方随机1人，当其死亡时治疗我方全体20%该目标最大生命的血量,3064121|3064122,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
306413,3,舍己为人,ui_skill_62,对前排敌人造成189%攻击的伤害，标记敌方随机1人，当其死亡时治疗我方全体30%该目标最大生命的血量,3064131|3064132,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
306421,1,索尔之怒,ui_passiveSkill_88,普攻为生命百分比最低的队友恢复93%攻击的生命值,3064211,passive,2,,,,,,,,,
306422,2,索尔之怒,ui_passiveSkill_88,普攻为生命百分比最低的队友恢复102%攻击的生命值,3064221,passive,2,,,,,,,,,
306423,3,索尔之怒,ui_passiveSkill_88,普攻为生命百分比最低的队友恢复112%攻击的生命值,3064231,passive,2,,,,,,,,,
306431,1,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
306432,2,防御提升,ui_passiveSkill_physicalDefence,防御+11%,11204,passive,2,,,,,,,,,
306433,3,防御提升,ui_passiveSkill_physicalDefence,防御+13%,11205,passive,2,,,,,,,,,
306441,1,无私,ui_passiveSkill_137,受到攻击时回复血量最低的队友18%攻击的血量,3064411,passive,2,,,,,,,,,
306442,2,无私,ui_passiveSkill_137,受到攻击时回复血量最低的队友19%攻击的血量,3064421,passive,2,,,,,,,,,
306443,3,无私,ui_passiveSkill_137,受到攻击时回复血量最低的队友21%攻击的血量,3064431,passive,2,,,,,,,,,
325601,1,,,,3256011,normal,1,,,attack_1,,,,,,
325611,1,雷霆震怒,ui_passiveSkill_88,对敌方随机4个目标造成127%攻击的伤害，对被麻痹的目标造成额外39%攻击的伤害,3256111|3256112,special,2,,,attack_2,,,,,,
325612,2,雷霆震怒,ui_passiveSkill_88,对敌方随机4个目标造成139%攻击的伤害，对被麻痹的目标造成额外43%攻击的伤害,3256121|3256122,special,2,,,attack_2,,,,,,
325613,3,雷霆震怒,ui_passiveSkill_88,对敌方随机4个目标造成152%攻击的伤害，对被麻痹的目标造成额外47%攻击的伤害,3256131|3256132,special,2,,,attack_2,,,,,,
325614,4,雷霆震怒,ui_passiveSkill_88,对敌方随机4个目标造成169%攻击的伤害，对被麻痹的目标造成额外52%攻击的伤害,3256141|3256142,special,2,,,attack_2,,,,,,
325621,1,天罚,ui_passiveSkill_136,释放大招时若目标处于麻痹或嘲讽状态，则有50%几率再次释放一次大招,3256211,passive,2,,,,,,,,,
325622,2,天罚,ui_passiveSkill_136,释放大招时若目标处于麻痹或嘲讽状态，则有50%几率再次释放一次大招,3256211,passive,2,,,,,,,,,
325623,3,天罚,ui_passiveSkill_136,释放大招时若目标处于麻痹或嘲讽状态，则有50%几率再次释放一次大招,3256211,passive,2,,,,,,,,,
325624,4,天罚,ui_passiveSkill_136,释放大招时若目标处于麻痹或嘲讽状态，则有50%几率再次释放一次大招,3256211,passive,2,,,,,,,,,
325631,1,暴击提升,ui_passiveSkill_hp,暴击+9%,12003,passive,2,,,,,,,,,
325632,2,暴击提升,ui_passiveSkill_hp,暴击+11%,12004,passive,2,,,,,,,,,
325633,3,暴击提升,ui_passiveSkill_hp,暴击+13%,12005,passive,2,,,,,,,,,
325634,4,暴击提升,ui_passiveSkill_hp,暴击+15%，攻击+11%,12006|11004,passive,2,,,,,,,,,
325641,1,英灵震慑,ui_passiveSkill_301,回合开始时50%几率对敌方随机1个目标造成自身攻击30%的伤害;对坦克增伤+14%，对战士增伤+15%，持续2回合,3256411,passive,2,,,,,,,,,
325642,2,英灵震慑,ui_passiveSkill_301,回合开始时50%几率对敌方随机1个目标造成自身攻击32%的伤害;对坦克增伤+16%，对战士增伤+17%，持续2回合,3256421,passive,2,,,,,,,,,
325643,3,英灵震慑,ui_passiveSkill_301,回合开始时50%几率对敌方随机1个目标造成自身攻击36%的伤害;对坦克增伤+18%，对战士增伤+19%，持续2回合,3256431,passive,2,,,,,,,,,
325644,4,英灵震慑,ui_passiveSkill_301,回合开始时50%几率对敌方随机1个目标造成自身攻击40%的伤害;对坦克增伤+18%，对战士增伤+19%，持续2回合,3256441,passive,2,,,,,,,,,
325651,1,狂雷觉醒,ui_skill_140,生命低于45%时，使自身攻击+20%，暴伤+30%，并有50%几率对敌方全体造成43%攻击的真实伤害，且使其麻痹，无法行动，持续2回合,3256511,passive,2,,,,,,,,,
325701,1,,,,3180011,normal,1,,,attack_1,,,,,,
325711,1,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
325712,2,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
325713,3,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
325714,4,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
325721,1,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
325722,2,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
325723,3,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
325724,4,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
325731,1,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
325732,2,攻击提升,ui_passiveSkill_critical,攻击+11%,11004,passive,2,,,,,,,,,
325733,3,攻击提升,ui_passiveSkill_critical,攻击+13%,11005,passive,2,,,,,,,,,
325734,4,攻击提升,ui_passiveSkill_critical,攻击+15%，生命+20%,11006|11405,passive,2,,,,,,,,,
325741,1,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
325742,2,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
325743,3,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
325744,4,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
325751,1,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
325752,2,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
325753,3,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
325754,4,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
326001,1,,,,3260011,normal,2,,,attack_1,,,,,,
326011,1,神力加持,ui_skill_62,对单个敌人造成211%攻击的伤害，为我方前排恢复79%攻击的生命值，对辅助和战士45%几率额外恢复105%攻击的生命值,3260111|3260112|3260113,special,2,,,attack_2,3,sp_178_skill_fly,,,,
326012,2,神力加持,ui_skill_62,对单个敌人造成231%攻击的伤害，为我方前排恢复86%攻击的生命值，对辅助和战士45%几率额外恢复115%攻击的生命值,3260121|3260122|3260123,special,2,,,attack_2,3,sp_178_skill_fly,,,,
326013,3,神力加持,ui_skill_62,对单个敌人造成253%攻击的伤害，为我方前排恢复95%攻击的生命值，对辅助和战士45%几率额外恢复126%攻击的生命值,3260131|3260132|3260133,special,2,,,attack_2,3,sp_178_skill_fly,,,,
326014,4,神力加持,ui_skill_62,对单个敌人造成281%攻击的伤害，为我方前排恢复105%攻击的生命值，对辅助和战士45%几率额外恢复140%攻击的生命值,3260141|3260142|3260143,special,2,,,attack_2,3,sp_178_skill_fly,,,,
326021,1,生机焕发,ui_passiveSkill_252,施放技能时使自身最大生命+6%，持续到战斗结束，施放技能时使自身抗暴+35%，持续2回合,3260211|3260212,passive,2,,,,,,,,,
326022,2,生机焕发,ui_passiveSkill_252,施放技能时使自身最大生命+7%，持续到战斗结束，施放技能时使自身抗暴+40%，持续2回合,3260221|3260222,passive,2,,,,,,,,,
326023,3,生机焕发,ui_passiveSkill_252,施放技能时使自身最大生命+8%，持续到战斗结束，施放技能时使自身抗暴+45%，持续2回合,3260231|3260232,passive,2,,,,,,,,,
326024,4,生机焕发,ui_passiveSkill_252,施放技能时使自身最大生命+9%，持续到战斗结束，施放技能时使自身抗暴+50%，持续2回合,3260241|3260242,passive,2,,,,,,,,,
326031,1,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
326032,2,防御提升,ui_passiveSkill_physicalDefence,防御+11%,11204,passive,2,,,,,,,,,
326033,3,防御提升,ui_passiveSkill_physicalDefence,防御+13%,11205,passive,2,,,,,,,,,
326034,4,防御提升,ui_passiveSkill_physicalDefence,防御+15%，生命+20%,11206|11405,passive,2,,,,,,,,,
326041,1,以神之名,ui_passiveSkill_108,我方游侠和战士英雄死亡时90%几率以35%的生命复活,3260411,passive,2,,,,,,,,,
326042,2,以神之名,ui_passiveSkill_108,我方游侠和战士英雄死亡时90%几率以40%的生命复活,3260421,passive,2,,,,,,,,,
326043,3,以神之名,ui_passiveSkill_108,我方游侠和战士英雄死亡时90%几率以45%的生命复活,3260431,passive,2,,,,,,,,,
326044,4,以神之名,ui_passiveSkill_108,我方游侠和战士英雄死亡时90%几率以50%的生命复活,3260441,passive,2,,,,,,,,,
326051,1,神圣献祭,ui_passiveSkill_158,死亡时治疗我方全体30%自身最大生命的血量，我方英雄死亡时使我方后排防御+12%，抗暴+12%，持续2回合,3260511|3260512,passive,2,,,,,,,,,
311901,1,,,,3119011,normal,1,,,attack_1,,,,,,
311911,1,燃烧孢子,ui_skill_122,对后排随机1个敌人造成203%攻击的伤害，使目标燃烧，每回合受到施法者攻击25%的伤害，持续1回合,3119111|3119112,special,2,,,attack_2,,,,,,
312301,1,,,,3123011,normal,1,,,attack_1,,,,,,
312311,1,愤怒的蜡油,ui_skill_123,对单个敌人造成203%攻击的伤害，使目标燃烧，每回合受到施法者攻击25%的伤害，持续1回合,3123111|3123112,special,2,,,attack_2,4,sp_sk_hit_fire_sword_purple,,,,
312401,1,,,,3124011,normal,1,,,attack_1,,,,,,
312411,1,直冲拳,ui_skill_82,对单个敌人造成203%攻击的伤害,3124111,special,2,,,attack_2,2,sp_magicball,,,,
312501,1,,,,3125011,normal,1,,,attack_1,,,,,,
312511,1,泥足深陷,ui_skill_125,对随机3个敌人造成101%攻击的伤害,3125111,special,2,,,attack_2,4,sp_ghostup,,,,
312521,1,生命上升,ui_passiveSkill_hp,生命+5%,11401,passive,2,,,,,,,,,
312601,1,,,,3126011,normal,1,,,attack_1,,,,,,
312611,1,破颜拳,ui_skill_134,对前排敌人造成126%攻击的伤害,3126111,special,2,,,attack_2,,,,,,
312621,1,暴击上升,ui_passiveSkill_magicDefence,暴击+5%,12001,passive,2,,,,,,,,,
312901,1,,,,3129011,normal,1,,,attack_1,,,,,,
312911,1,猩红毒针,ui_skill_51,对后排随机2个敌人造成109%攻击的伤害，40%几率使目标禁魔，无法回复能量，持续1回合,3129111|3129112,special,2,,,attack_2,,,,,,
312921,1,防御上升,ui_passiveSkill_physicalDefence,防御+5%,11201,passive,2,,,,,,,,,
313001,1,,,,3130011,normal,1,,,attack_1,1,,,,,
313011,1,吐火,ui_skill_130,对前排敌人造成101%攻击的伤害，标记我方生命百分比最低的2人，2回合后治疗10%最大生命,3130111|3130112,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313021,1,灼热,ui_passiveSkill_175,攻击时60%为自身治疗11%最大生命,3130211,passive,2,,,,,,,,,
313031,1,生命提升,ui_passiveSkill_hp,生命+7%,11402,passive,2,,,,,,,,,
