id,txt_Name,txt_Desc,icon,group,overlap,priority,round,buffType,dispel,attribute,func,controlType,deathDrop,noFollow,activeJson,activeName,heroAct,persistJson,position
3058133,减伤提升,减伤+18%,buff_defensUp,3058113,1,30,2,1|30|301,1,41~0.18,,,1,,,,,,
3058143,减伤提升,减伤+20%,buff_defensUp,3058113,1,40,2,1|30|301,1,41~0.2,,,1,,,,,,
3058211,,受到攻击时，有60%几率回复自身2%最大生命的血量,,3058211,1,10,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~0.6~maxLife~-0.02,,,,,,,,
3058221,,受到攻击时，有60%几率回复自身3%最大生命的血量,,3058211,1,20,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~0.6~maxLife~-0.03,,,,,,,,
3058231,,受到攻击时，有60%几率回复自身4%最大生命的血量,,3058211,1,30,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~0.6~maxLife~-0.04,,,,,,,,
3058241,,受到攻击时，有60%几率回复自身5%最大生命的血量,,3058211,1,40,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~0.6~maxLife~-0.05,,,,,,,,
3058212,,最大生命+21%,,3058212,1,10,9999,1|30|301,,1400~0.21,,,,,,,,,
3058222,,最大生命+24%,,3058212,1,20,9999,1|30|301,,1400~0.24,,,,,,,,,
3058232,,最大生命+27%,,3058212,1,30,9999,1|30|301,,1400~0.27,,,,,,,,,
3058242,,最大生命+30%,,3058212,1,40,9999,1|30|301,,1400~0.3,,,,,,,,,
3058411,,减伤+8%,,3058411,1,10,9999,1|30|301,,41~0.08,,,,,,,,,
3058421,,减伤+9%,,3058411,1,20,9999,1|30|301,,41~0.09,,,,,,,,,
3058431,,减伤+10%,,3058411,1,30,9999,1|30|301,,41~0.1,,,,,,,,,
3058441,,减伤+12%,,3058411,1,40,9999,1|30|301,,41~0.12,,,,,,,,,
3058412,,施放技能有25%几率使目标沉默，无法释放技能，持续1回合,,3058412,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_special~0.25~defenser~1~1010,,,,,,,,
3058422,,施放技能有29%几率使目标沉默，无法释放技能，持续1回合,,3058412,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_special~0.29~defenser~1~1010,,,,,,,,
3058432,,施放技能有34%几率使目标沉默，无法释放技能，持续1回合,,3058412,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_special~0.34~defenser~1~1010,,,,,,,,
3058442,,施放技能有40%几率使目标沉默，无法释放技能，持续1回合,,3058412,1,40,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_special~0.4~defenser~1~1010,,,,,,,,
3058511,,回合开始时，有35%几率获得以下效果中的1个：为自身附加最大生命25%的护盾；抗暴+36%，持续1回合；受疗效果+36%，持续1回合,,3058511,1,10,9999,1|50|501,,,buff_roundStartBuff~null~0.35~1~1_self_1~1~3058512~3058513~3058514,,,,,,,,
3058512,护盾,为自身附加最大生命25%的护盾,buff_shield,3058512,1,10,1,1|40,1,,buff_attrToShield~self~14~0.25,,1,,,,,sp_shield,scale
3058513,抗暴提升,抗暴+36%,buff_defensUp,3058513,1,10,1,1|30|301,1,22~0.36,,,1,,,,,,
3058514,受疗提升,受疗效果+36%,buff_defensUp,3058514,1,10,1,1|30|301,1,31~0.36,,,1,,,,,,
3059211,,回合结束时对敌方随机1个前排敌人造成20%攻击的真实伤害，并有40%几率使其麻痹抗性-17%，持续2回合,,3059211,1,10,9999,1|50|501,,,buff_roundEndDmgBuff~dmg~1~0_mixAnd|front_2_1|random_1~1~selfAtk~0.2~0.4~3059212,,,,,,,,
3059221,,回合结束时对敌方随机1个前排敌人造成25%攻击的真实伤害，并有40%几率使其麻痹抗性-20%，持续2回合,,3059211,1,20,9999,1|50|501,,,buff_roundEndDmgBuff~dmg~1~0_mixAnd|front_2_1|random_1~1~selfAtk~0.25~0.4~3059222,,,,,,,,
3059231,,回合结束时对敌方随机1个前排敌人造成28%攻击的真实伤害，并有40%几率使其麻痹抗性-22%，持续2回合,,3059211,1,30,9999,1|50|501,,,buff_roundEndDmgBuff~dmg~1~0_mixAnd|front_2_1|random_1~1~selfAtk~0.28~0.4~3059232,,,,,,,,
3059212,减麻痹抗,麻痹抗性-17%,buff_defenDown,3059212,1,10,2,1|30|301,1,74~-0.17,,,,,,,,,
3059222,减麻痹抗,麻痹抗性-20%,buff_defenDown,3059212,1,20,2,1|30|301,1,74~-0.2,,,,,,,,,
3059232,减麻痹抗,麻痹抗性-22%,buff_defenDown,3059212,1,30,2,1|30|301,1,74~-0.22,,,,,,,,,
3059411,,回合开始时，有40%几率给己方攻击最高目标附加雷神之手防御44%的护盾，并使其抗暴+36%，持续1回合,,3059411,1,10,9999,1|50|501,,,buff_roundStartBuff~null~0.4~1~1_attr_1_max_10~2~3059412~3059413,,,,,,,,
3059421,,回合开始时，有40%几率给己方攻击最高目标附加雷神之手防御73%的护盾，并使其抗暴+42%，持续1回合,,3059411,1,20,9999,1|50|501,,,buff_roundStartBuff~null~0.4~1~1_attr_1_max_10~2~3059422~3059423,,,,,,,,
3059431,,回合开始时，有40%几率给己方攻击最高目标附加雷神之手防御102%的护盾，并使其抗暴+47%，持续1回合,,3059411,1,30,9999,1|50|501,,,buff_roundStartBuff~null~0.4~1~1_attr_1_max_10~2~3059432~3059433,,,,,,,,
3059412,护盾,雷神之手防御44%的护盾,buff_shield,3059412,1,10,1,1|50|501,1,,buff_attrToShield~origin~12~0.435,,,,,,,sp_shield,scale
3059422,护盾,雷神之手防御73%的护盾,buff_shield,3059412,1,20,1,1|50|501,1,,buff_attrToShield~origin~12~0.725,,,,,,,sp_shield,scale
3059432,护盾,雷神之手防御102%的护盾,buff_shield,3059412,1,30,1,1|50|501,1,,buff_attrToShield~origin~12~1.015,,,,,,,sp_shield,scale
3059413,抗暴提升,抗暴+36%,buff_defensUp,3059413,1,10,1,1|30|301,1,22~0.36,,,,,,,,,
3059423,抗暴提升,抗暴+42%,buff_defensUp,3059413,1,20,1,1|30|301,1,22~0.42,,,,,,,,,
3059433,抗暴提升,抗暴+47%,buff_defensUp,3059413,1,30,1,1|30|301,1,22~0.47,,,,,,,,,
3060113,攻击降低,攻击-21%,buff_atkDown,3060113,1,10,2,2|30|302,1,1000~-0.21,,,1,,,,,,
3060123,攻击降低,攻击-24%,buff_atkDown,3060113,1,20,2,2|30|302,1,1000~-0.24,,,1,,,,,,
3060133,攻击降低,攻击-27%,buff_atkDown,3060113,1,30,2,2|30|302,1,1000~-0.27,,,1,,,,,,
3060211,1,暴击时使自身暴击+21%，持续2回合,,3060211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self|crit~1~atker~1~3060212,,,,,,,,
3060221,2,暴击时使自身暴击+24%，持续2回合,,3060211,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self|crit~1~atker~1~3060222,,,,,,,,
3060231,3,暴击时使自身暴击+27%，持续2回合,,3060211,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self|crit~1~atker~1~3060232,,,,,,,,
3060212,暴击提升,暴击+21%,buff_critUp,3060212,1,10,2,1|30|301,1,20~0.21,,,1,,,,,,
3060222,暴击提升,暴击+24%,buff_critUp,3060212,1,20,2,1|30|301,1,20~0.24,,,1,,,,,,
3060232,暴击提升,暴击+27%,buff_critUp,3060212,1,30,2,1|30|301,1,20~0.27,,,1,,,,,,
3060411,1,暴击时使自身暴伤+35%，持续2回合,,3060411,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self|crit~1~atker~1~3060412,,,,,,,,
3060421,2,暴击时使自身暴伤+40%，持续2回合,,3060411,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self|crit~1~atker~1~3060422,,,,,,,,
3060431,3,暴击时使自身暴伤+45%，持续2回合,,3060411,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self|crit~1~atker~1~3060432,,,,,,,,
3060412,爆伤提升,暴伤+35%,buff_critUp,3060412,1,10,2,1|30|301,1,21~0.35,,,1,,,,,,
3060422,爆伤提升,暴伤+40%,buff_critUp,3060412,1,20,2,1|30|301,1,21~0.4,,,1,,,,,,
3060432,爆伤提升,暴伤+45%,buff_critUp,3060412,1,30,2,1|30|301,1,21~0.45,,,1,,,,,,
3061211,1,受到治疗时使自身攻击+5%，持续到战斗结束，最高叠加6层,,3061211,1,10,9999,1|50|501,,,buff_cureExtraBuff~self~1~defenser~1~3061212,,,,,,,,
3061221,2,受到治疗时使自身攻击+6%，持续到战斗结束，最高叠加6层,,3061211,1,20,9999,1|50|501,,,buff_cureExtraBuff~self~1~defenser~1~3061222,,,,,,,,
3061231,3,受到治疗时使自身攻击+7%，持续到战斗结束，最高叠加6层,,3061211,1,30,9999,1|50|501,,,buff_cureExtraBuff~self~1~defenser~1~3061232,,,,,,,,
3061212,攻击提升,攻击+5%,buff_atkUp,3061212,6,10,9999,1|30|301,1,1000~0.05,,,1,,,,,,
3061222,攻击提升,攻击+6%,buff_atkUp,3061212,6,20,9999,1|30|301,1,1000~0.06,,,1,,,,,,
3061232,攻击提升,攻击+7%,buff_atkUp,3061212,6,30,9999,1|30|301,1,1000~0.07,,,1,,,,,,
3061411,1,普攻时15%几率使目标麻痹，无法行动，持续2回合,,3061411,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_normal~0.15~defenser~1~1061,,,,,,,,
3061421,2,普攻时20%几率使目标麻痹，无法行动，持续2回合,,3061411,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_normal~0.2~defenser~1~1061,,,,,,,,
3061431,3,普攻时25%几率使目标麻痹，无法行动，持续2回合,,3061411,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_normal~0.25~defenser~1~1061,,,,,,,,
3062211,1,释放技能时，对受到控制的目标造成额外3%最大生命的伤害,,3062211,1,10,9999,1|50|501,,,buff_atkExtraDmg~1~skillType_special|buffType_target_20~targetMaxLife~0.03~2,,,,,,,,
3062221,2,释放技能时，对受到控制的目标造成额外4%最大生命的伤害,,3062211,1,20,9999,1|50|501,,,buff_atkExtraDmg~1~skillType_special|buffType_target_20~targetMaxLife~0.04~2,,,,,,,,
3062231,3,释放技能时，对受到控制的目标造成额外5%最大生命的伤害,,3062211,1,30,9999,1|50|501,,,buff_atkExtraDmg~1~skillType_special|buffType_target_20~targetMaxLife~0.05~2,,,,,,,,
3062411,1,死亡时使敌方前排防御-21%，持续2回合,,3062411,1,10,9999,1|50|501,,,buff_deathExtraBuff~self~1~0_front_4_1~1~3062412,,,,,,,,
3062421,2,死亡时使敌方前排防御-24%，持续2回合,,3062411,1,20,9999,1|50|501,,,buff_deathExtraBuff~self~1~0_front_4_1~1~3062422,,,,,,,,
3062431,3,死亡时使敌方前排防御-27%，持续2回合,,3062411,1,30,9999,1|50|501,,,buff_deathExtraBuff~self~1~0_front_4_1~1~3062432,,,,,,,,
3062412,防御降低,防御-21%,buff_defenDown,3062412,1,10,2,2|30|302,1,1200~-0.21,,,1,,,,,,
3062422,防御降低,防御-24%,buff_defenDown,3062412,1,20,2,2|30|302,1,1200~-0.24,,,1,,,,,,
3062432,防御降低,防御-27%,buff_defenDown,3062412,1,30,2,2|30|302,1,1200~-0.27,,,1,,,,,,
3063212,1,攻击+21%,,3063212,1,10,9999,1|30|301,,1000~0.21,,,,,,,,,
3063222,2,攻击+24%,,3063212,1,20,9999,1|30|301,,1000~0.24,,,,,,,,,
3063232,3,攻击+27%,,3063212,1,30,9999,1|30|301,,1000~0.27,,,,,,,,,
3063411,1,普攻时50%几率使战士目标禁魔，无法回复能量，持续2回合,,3063411,1,10,9999,1|50|501,,,buff_atkExtraBuff~job_defenser_2|skillType_normal|atker_self~0.5~defenser~1~1016,,,,,,,,
3063421,2,普攻时70%几率使战士目标禁魔，无法回复能量，持续2回合,,3063411,1,20,9999,1|50|501,,,buff_atkExtraBuff~job_defenser_2|skillType_normal|atker_self~0.7~defenser~1~1016,,,,,,,,
3063431,3,普攻时100%几率使战士目标禁魔，无法回复能量，持续2回合,,3063411,1,30,9999,1|50|501,,,buff_atkExtraBuff~job_defenser_2|skillType_normal|atker_self~1~defenser~1~1016,,,,,,,,
3063412,1,回合结束时若翔空生命低于50%，则使自身增伤+14%，持续2回合,,3063412,1,10,9999,1|50|501,,,buff_roundEndBuff~hpPoint_lt_0.5~1~1~1_hero_1_30063~1~3063413,,,,,,,,
3063422,2,回合结束时若翔空生命低于50%，则使自身增伤+16%，持续2回合,,3063412,1,20,9999,1|50|501,,,buff_roundEndBuff~hpPoint_lt_0.5~1~1~1_hero_1_30063~1~3063423,,,,,,,,
3063432,3,回合结束时若翔空生命低于50%，则使自身增伤+18%，持续2回合,,3063412,1,30,9999,1|50|501,,,buff_roundEndBuff~hpPoint_lt_0.5~1~1~1_hero_1_30063~1~3063433,,,,,,,,
3063413,增伤提升,增伤+14%,buff_atkUp,3063413,1,10,2,1|30|301,1,40~0.14,,,,,,,,,
3063423,增伤提升,增伤+16%,buff_atkUp,3063413,1,20,2,1|30|301,1,40~0.16,,,,,,,,,
3063433,增伤提升,增伤+18%,buff_atkUp,3063413,1,30,2,1|30|301,1,40~0.18,,,,,,,,,
3064112,舍己为人,死亡时治疗敌方全体10%自身最大生命的血量,,3064112,1,10,9999,2|50|502,,,buff_deathDmg~self~cure~0_random_6~1~maxLife~-0.1,,1,,,,,,
3064122,舍己为人,死亡时治疗敌方全体20%自身最大生命的血量,,3064112,1,20,9999,2|50|502,,,buff_deathDmg~self~cure~0_random_6~1~maxLife~-0.2,,1,,,,,,
3064132,舍己为人,死亡时治疗敌方全体30%自身最大生命的血量,,3064112,1,30,9999,2|50|502,,,buff_deathDmg~self~cure~0_random_6~1~maxLife~-0.3,,1,,,,,,
3064411,1,受到攻击时回复血量最低的队友18%攻击的血量,,3064411,1,10,9999,1|50|501,,,buff_hitDmg~cure~1_hp_1_min~1~selfAtk~-0.18,,,,,,,,
3064421,2,受到攻击时回复血量最低的队友19%攻击的血量,,3064411,1,20,9999,1|50|501,,,buff_hitDmg~cure~1_hp_1_min~1~selfAtk~-0.19,,,,,,,,
3064431,3,受到攻击时回复血量最低的队友21%攻击的血量,,3064411,1,30,9999,1|50|501,,,buff_hitDmg~cure~1_hp_1_min~1~selfAtk~-0.21,,,,,,,,
3256211,,释放大招时若目标处于麻痹或嘲讽状态，则有50%几率再次释放一次大招,,3256211,1,10,9999,1|50|501,,,buff_actExtraSpecial~0.5~skillType_special|buffType_target_209_204,,,,,,,,
3256221,,释放大招时若目标处于麻痹或嘲讽状态，则有55%几率再次释放一次大招,,3256211,1,20,9999,1|50|501,,,buff_actExtraSpecial~0.55~skillType_special|buffType_target_209_204,,,,,,,,
3256231,,释放大招时若目标处于麻痹或嘲讽状态，则有60%几率再次释放一次大招,,3256211,1,30,9999,1|50|501,,,buff_actExtraSpecial~0.6~skillType_special|buffType_target_209_204,,,,,,,,
3256241,,释放大招时若目标处于麻痹或嘲讽状态，则有70%几率再次释放一次大招,,3256211,1,40,9999,1|50|501,,,buff_actExtraSpecial~0.7~skillType_special|buffType_target_209_204,,,,,,,,
3256411,,回合开始时50%几率对敌方随机1个目标造成自身攻击30%的伤害,,3256411,1,10,9999,1|50|501,,,buff_roundStartDmgBuff~dmg~1~0_random_1~0.5~selfAtk~0.3,,,,,,,,
3256421,,回合开始时50%几率对敌方随机1个目标造成自身攻击32%的伤害,,3256411,1,20,9999,1|50|501,,,buff_roundStartDmgBuff~dmg~1~0_random_1~0.5~selfAtk~0.32,,,,,,,,
3256431,,回合开始时50%几率对敌方随机1个目标造成自身攻击36%的伤害,,3256411,1,30,9999,1|50|501,,,buff_roundStartDmgBuff~dmg~1~0_random_1~0.5~selfAtk~0.36,,,,,,,,
3256441,,回合开始时50%几率对敌方随机1个目标造成自身攻击40%的伤害,,3256411,1,40,9999,1|50|501,,,buff_roundStartDmgBuff~dmg~1~0_random_1~0.5~selfAtk~0.4,,,,,,,,
3256412,,对坦克增伤+14%，对战士增伤+15%,,3256412,1,10,9999,1|30|301,,46~0.14|47~0.15,,,,,,,,,
3256422,,对坦克增伤+16%，对战士增伤+17%,,3256412,1,20,9999,1|30|301,,46~0.16|47~0.17,,,,,,,,,
3256432,,对坦克增伤+18%，对战士增伤+19%,,3256412,1,30,9999,1|30|301,,46~0.18|47~0.19,,,,,,,,,
3256442,,对坦克增伤+18%，对战士增伤+19%,,3256412,1,40,9999,1|30|301,,46~0.18|47~0.19,,,,,,,,,
3256511,,生命低于45%时，使自身攻击+20%，暴伤+30%,,3256511,1,10,9999,1|50|501,,,buff_attrCond~hpPoint_lt_0.45~1000_0.2|21_0.3,,,,,,,,
3256512,,并有50%几率对敌方全体造成43%攻击的真实伤害，且使其麻痹，无法行动，持续2回合,,3256512,1,10,9999,1|50|501,,,buff_hpPointBuff~0.45~0.5~0_order_6_min~2~3256513~1061,,,,,,,,
3256513,,造成43%攻击的真实伤害,,3256513,1,10,9999,2,,,buff_dot~1~originAtk~2~0.43,,1,,,,,,
3119112,燃烧,燃烧，每回合受到施法者攻击25%的伤害，持续1回合,buff_burn,3119112,1,10,1,2|10|102,1,,buff_dot~1~originAtk~2~0.25,,1,,,,,sp_bf_last_burn,p_h
3123112,燃烧,燃烧，每回合受到施法者攻击25%的伤害，持续1回合,buff_burn,3123112,1,10,1,2|10|102,1,,buff_dot~1~originAtk~2~0.25,,1,,,,,sp_bf_last_burn,p_h
3125112,速度降低,速度-17.64,buff_speedDown,3125112,1,10,1,2|30|302,1,15~-17.64,,,1,,,,,,
3130112,延迟回复,治疗10%最大生命,,3130112,1,10,3,1|11|101,,,buff_dot~2~selfMaxLife~2~0~0~-0.1,,1,,,,,,
3130211,暴击回血,攻击时60%为自身治疗11%最大生命,,3130211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~0.6~atker~1~3130212,,,,,,,,
3130212,,治疗11%最大生命,,3130212,1,10,1,1|11|101,,,buff_dot~2~selfMaxLife~2~-0.11,,1,,,,,,
3131112,普攻加速,普攻时使自身速度+9.8，持续4回合,buff_commonUp,3131112,5,10,9999,1|50|501,1,,buff_atkExtraBuff~skillType_normal|atker_self~1~atker~1~3131115,,1,,,,,,
3131115,速度提升,速度+9.8,buff_speedUp,3131115,5,10,4,1|30|301,1,15~9.8,,,1,,,,,,
3131211,攻击防御降低,攻击时使目标防御-18%，持续1回合,,3131211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3131212,,,,,,,,
3131212,防御降低,防御-18%,buff_defenDown,3131212,1,10,1,2|30|302,1,1200~-0.18,,,1,,,,,,
3133112,防御降低,防御-7%,buff_defenDown,3133112,1,10,1,2|30|302,1,1200~-0.07,,,1,,,,,,
3133211,,敌方有目标死亡时使自身怒气+20,,3133211,1,10,9999,1|50|501,,,buff_deathEnergy~enemy~1~self~20,,,,,,,,
3134211,回合开始回血,回合开始时回复15%攻击的血量,,3134211,1,10,9999,1|50|501,,,buff_roundStartDmgBuff~cure~1~1_self_1~1~selfAtk~-0.15,,,,,,,,
3136112,烈焰神盾,烈焰之刃防御60%的护盾,buff_shield,3136112,1,10,2,1|30|301,1,,buff_attrToShield~origin~12~0.6,,1,,,,,sp_shield_fire,scale
3136122,烈焰神盾,烈焰之刃防御100%的护盾,buff_shield,3136112,1,20,2,1|30|301,1,,buff_attrToShield~origin~12~1,,1,,,,,sp_shield_fire,scale
3136132,烈焰神盾,烈焰之刃防御140%的护盾,buff_shield,3136112,1,30,2,1|30|301,1,,buff_attrToShield~origin~12~1.4,,1,,,,,sp_shield_fire,scale
3136142,烈焰神盾,烈焰之刃防御200%的护盾,buff_shield,3136112,1,40,2,1|30|301,1,,buff_attrToShield~origin~12~2,,1,,,,,sp_shield_fire,scale
3136113,烈火护身,，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低15%，持续2回合,buff_defensUp,3136112,1,10,2,1|30|301,1,,buff_dmgRevise~defenser_self|buffType_atker_102~1~allDmg~0.85~0,,1,,,,,,
3136123,烈火护身,，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低20%，持续2回合,buff_defensUp,3136112,1,20,2,1|30|301,1,,buff_dmgRevise~defenser_self|buffType_atker_102~1~allDmg~0.8~0,,1,,,,,,
3136133,烈火护身,，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低25%，持续2回合,buff_defensUp,3136112,1,30,2,1|30|301,1,,buff_dmgRevise~defenser_self|buffType_atker_102~1~allDmg~0.75~0,,1,,,,,,
3136143,烈火护身,，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低30%，持续2回合,buff_defensUp,3136112,1,40,2,1|30|301,1,,buff_dmgRevise~defenser_self|buffType_atker_102~1~allDmg~0.7~0,,1,,,,,,
3136211,,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击31%的伤害，持续1回合,,3136211,1,10,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~0.4~atker~1~3136212,,,,,,,,
3136221,,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击36%的伤害，持续1回合,,3136211,1,20,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~0.4~atker~1~3136222,,,,,,,,
3136231,,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击40%的伤害，持续1回合,,3136211,1,30,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~0.4~atker~1~3136232,,,,,,,,
3136241,,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击45%的伤害，持续1回合,,3136211,1,40,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~0.4~atker~1~3136242,,,,,,,,
3136212,燃烧,燃烧，每回合受到施法者攻击31%的伤害，持续1回合,buff_burn,3136413,10,10,1,2|10|102,1,,buff_dot~1~originAtk~2~0.31,,1,,,,,sp_bf_last_burn,p_h
3136222,燃烧,燃烧，每回合受到施法者攻击36%的伤害，持续1回合,buff_burn,3136413,10,20,1,2|10|102,1,,buff_dot~1~originAtk~2~0.36,,1,,,,,sp_bf_last_burn,p_h
3136232,燃烧,燃烧，每回合受到施法者攻击40%的伤害，持续1回合,buff_burn,3136413,10,30,1,2|10|102,1,,buff_dot~1~originAtk~2~0.4,,1,,,,,sp_bf_last_burn,p_h
3136242,燃烧,燃烧，每回合受到施法者攻击45%的伤害，持续1回合,buff_burn,3136413,10,40,1,2|10|102,1,,buff_dot~1~originAtk~2~0.45,,1,,,,,sp_bf_last_burn,p_h
3136411,,减伤+8%,,3136411,1,10,9999,1|30|301,,41~0.08,,,1,,,,,,
3136421,,减伤+9%,,3136411,1,20,9999,1|30|301,,41~0.09,,,1,,,,,,
3136431,,减伤+10%,,3136411,1,30,9999,1|30|301,,41~0.1,,,1,,,,,,
3136441,,减伤+12%,,3136411,1,40,9999,1|30|301,,41~0.12,,,1,,,,,,
3136412,,；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,,3136412,1,10,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|buffType_atker_102~0.3~atker~1~1051,,,,,,,,
3136422,,；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,,3136422,1,20,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|buffType_atker_102~0.3~atker~1~1051,,,,,,,,
3136432,,；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,,3136432,1,30,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|buffType_atker_102~0.3~atker~1~1051,,,,,,,,
3136442,,；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,,3136442,1,40,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|buffType_atker_102~0.3~atker~1~1051,,,,,,,,
3136511,,死亡时以40%的生命复活,,3136511,10,10,9999,1|50|502,,,buff_reborn~self~1~0.4,,,,,,,,
3137112,生死相搏,每回合受到自身最大生命15%的伤害，蛮人将军每回合受到其最大生命10%的伤害（双方受到伤害不超过蛮人将军最大生命的70%），任意一方死亡则标记结束,buff_commonDown,3137112,1,10,9999,2|50|501,,,buff_dotGamble~0.15~0.1~0.7,,1,,,,,,
3137122,生死相搏,每回合受到自身最大生命20%的伤害，蛮人将军每回合受到其最大生命12%的伤害（双方受到伤害不超过蛮人将军最大生命的70%），任意一方死亡则标记结束,buff_commonDown,3137112,1,20,9999,2|50|501,,,buff_dotGamble~0.2~0.12~0.7,,1,,,,,,
3137132,生死相搏,每回合受到自身最大生命30%的伤害，蛮人将军每回合受到其最大生命20%的伤害（双方受到伤害不超过蛮人将军最大生命的70%），任意一方死亡则标记结束,buff_commonDown,3137112,1,30,9999,2|50|501,,,buff_dotGamble~0.3~0.2~0.7,,1,,,,,,
3137211,1,攻击时使目标防御-36%，持续1回合,,3137211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3137212,,,,,,,,
3137221,2,攻击时使目标防御-42%，持续1回合,,3137211,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3137222,,,,,,,,
3137231,3,攻击时使目标防御-47%，持续1回合,,3137211,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3137232,,,,,,,,
3137212,防御降低,防御-36%,buff_defenDown,3137212,1,10,1,2|30|302,,1200~-0.36,,,,,,,,,
3137222,防御降低,防御-42%,buff_defenDown,3137212,1,20,1,2|30|302,,1200~-0.42,,,,,,,,,
3137232,防御降低,防御-47%,buff_defenDown,3137212,1,30,1,2|30|302,,1200~-0.47,,,,,,,,,
3137411,1,生命低于20%时，使自身受疗效果+20%,,3137411,1,10,9999,1|50|501,,,buff_attrCond~hpPoint_lt_0.2~31_0.2,,,,,,,,
3137421,2,生命低于20%时，使自身受疗效果+30%,,3137411,1,20,9999,1|50|501,,,buff_attrCond~hpPoint_lt_0.2~31_0.3,,,,,,,,
3137431,3,生命低于20%时，使自身受疗效果+50%,,3137411,1,30,9999,1|50|501,,,buff_attrCond~hpPoint_lt_0.2~31_0.5,,,,,,,,
3138113,燃烧,燃烧，每回合受到施法者攻击12%的伤害，持续2回合,buff_burn,3138113,10,10,2,2|10|102,1,,buff_dot~1~originAtk~2~0.12,,1,,,,,sp_bf_last_burn,p_h
3138123,燃烧,燃烧，每回合受到施法者攻击14%的伤害，持续2回合,buff_burn,3138113,10,20,2,2|10|102,1,,buff_dot~1~originAtk~2~0.14,,1,,,,,sp_bf_last_burn,p_h
3138133,燃烧,燃烧，每回合受到施法者攻击16%的伤害，持续2回合,buff_burn,3138113,10,30,2,2|10|102,1,,buff_dot~1~originAtk~2~0.16,,1,,,,,sp_bf_last_burn,p_h
3138143,燃烧,燃烧，每回合受到施法者攻击18%的伤害，持续2回合,buff_burn,3138113,10,40,2,2|10|102,1,,buff_dot~1~originAtk~2~0.18,,1,,,,,sp_bf_last_burn,p_h
3138211,,攻击时使目标防御-17%，持续1回合,,3138211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3138212,,,,,,,,
3138221,,攻击时使目标防御-20%，持续1回合,,3138211,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3138222,,,,,,,,
3138231,,攻击时使目标防御-22%，持续1回合,,3138211,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3138232,,,,,,,,
3138241,,攻击时使目标防御-25%，持续1回合,,3138211,1,40,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3138242,,,,,,,,
3138212,防御降低,防御-17%,buff_defenDown,3138212,1,10,1,2|30|302,1,1200~-0.17,,,1,,,,,,
3138222,防御降低,防御-20%,buff_defenDown,3138212,1,20,1,2|30|302,1,1200~-0.2,,,1,,,,,,
