id,chapter,roundType,bossId,monster,show,reward,minuteCurrency
686,35,0,,30236~158|30137~158|30025~158|30342~158|30324~158|30219~158|0~158,,10001~65475|10003~46980|23304~1,10003~1225|10001~710|10005~374
687,35,0,,30020~158|30019~158|30341~158|30300~158|30022~158|30300~158|0~158,,10001~65525|10003~47030,10003~1226|10001~710|10005~374
688,35,0,,30020~158|30324~158|30140~158|30470~158|30324~158|30062~158|0~158,,10001~65575|10003~47080|23404~1,10003~1228|10001~711|10005~375
689,35,0,,30021~159|30058~159|30022~159|30142~159|30021~159|30060~159|0~159,,10001~65625|10003~47130,10003~1230|10001~711|10005~375
690,35,1,30024,30137~159|30020~159|30061~159|30064~159|30064~159|30024~161|0~159,21051~5,10001~65675|10003~47180|21051~5,10003~1232|10001~712|10005~375
691,35,0,,30236~159|30324~159|30341~159|30236~159|30061~159|30023~159|0~159,,10001~65725|10003~47230|23104~1,10003~1233|10001~713|10005~375
692,35,0,,30235~159|30324~159|30021~159|30470~159|30470~159|30324~159|0~159,,10001~65775|10003~47280,10003~1235|10001~713|10005~375
693,35,0,,30019~159|30137~159|30324~159|30260~159|30260~159|30025~159|0~159,,10001~65825|10003~47330|23204~1,10003~1237|10001~714|10005~375
694,35,0,,30341~159|30341~159|30061~159|30256~159|30062~159|30324~159|0~159,,10001~65875|10003~47380,10003~1238|10001~715|10005~375
695,35,0,,30137~159|30053~159|30016~159|30023~159|30134~159|30342~159|0~159,21041~20,10001~65925|10003~47430|21041~20,10003~1240|10001~715|10005~375
696,35,0,,30059~159|30019~159|30341~159|30022~159|30324~159|30342~159|0~159,,10001~65975|10003~47480|23304~1,10003~1242|10001~716|10005~375
697,35,0,,30019~160|30324~160|30300~160|30260~160|30341~160|30470~160|0~160,,10001~66025|10003~47530,10003~1243|10001~716|10005~375
698,35,0,,30341~160|30137~160|30470~160|30023~160|30324~160|30141~160|0~160,,10001~66075|10003~47580|23404~1,10003~1245|10001~717|10005~376
699,35,0,,30341~160|30324~160|30470~160|30022~160|30342~160|30256~160|0~160,,10001~66125|10003~47630,10003~1247|10001~718|10005~376
700,35,1,30064,30136~160|30059~160|30061~160|30178~160|30025~160|30064~162|0~160,21051~5,10001~66175|10003~47680|21051~5,10003~1249|10001~718|10005~376
701,36,0,,30236~160|30236~160|30062~160|30470~160|30024~160|30324~160|0~160,,10001~66225|10003~47730|23104~1,10003~1250|10001~719|10005~376
702,36,0,,30235~160|30060~160|30023~160|30062~160|30341~160|30341~160|0~160,,10001~66275|10003~47780,10003~1252|10001~720|10005~376
703,36,0,,30020~160|30059~160|30024~160|30063~160|30025~160|30023~160|0~160,,10001~66325|10003~47830|23204~1,10003~1254|10001~720|10005~376
704,36,0,,30019~160|30020~160|30022~160|30022~160|30260~160|30300~160|0~160,,10001~66375|10003~47880,10003~1255|10001~721|10005~376
705,36,0,,30052~160|30059~160|30018~160|30062~160|30016~160|30140~160|0~160,21041~20,10001~66425|10003~47930|21041~20,10003~1257|10001~721|10005~376
706,36,0,,30019~160|30445~160|30300~160|30220~160|30180~160|30060~160|0~160,,10001~66475|10003~47980|23304~1,10003~1259|10001~722|10005~376
707,36,0,,30060~160|30138~160|30024~160|30256~160|30025~160|30061~160|0~160,,10001~66525|10003~48030,10003~1260|10001~723|10005~376
708,36,0,,30341~161|30445~161|30341~161|30023~161|30300~161|30341~161|0~161,,10001~66575|10003~48080|23404~1,10003~1262|10001~723|10005~376
709,36,0,,30059~161|30445~161|30060~161|30324~161|30300~161|30470~161|0~161,,10001~66625|10003~48130,10003~1264|10001~724|10005~377
710,36,1,30178,30058~161|30059~161|30023~161|30220~161|30142~161|30178~163|0~161,21051~5,10001~66675|10003~48180|21051~5,10003~1266|10001~725|10005~377
711,36,0,,30445~161|30136~161|30341~161|30024~161|30236~161|30022~161|0~161,,10001~66725|10003~48230|23104~1,10003~1267|10001~725|10005~377
712,36,0,,30021~161|30324~161|30470~161|30141~161|30236~161|30062~161|0~161,,10001~66775|10003~48280,10003~1269|10001~726|10005~377
713,36,0,,30137~161|30324~161|30260~161|30142~161|30341~161|30023~161|0~161,,10001~66825|10003~48330|23204~1,10003~1271|10001~727|10005~377
714,36,0,,30138~161|30301~161|30140~161|30180~161|30021~161|30341~161|0~161,,10001~66875|10003~48380,10003~1272|10001~727|10005~377
715,36,0,,30130~161|30170~161|30056~161|30064~161|30016~161|30180~161|0~161,21041~20,10001~66925|10003~48430|21041~20,10003~1274|10001~728|10005~377
716,36,0,,30301~161|30138~161|30022~161|30342~161|30260~161|30062~161|0~161,,10001~66975|10003~48480|23304~1,10003~1276|10001~728|10005~377
717,36,0,,30445~161|30341~161|30063~161|30022~161|30260~161|30141~161|0~161,,10001~67025|10003~48530,10003~1278|10001~729|10005~377
718,36,0,,30138~161|30021~161|30256~161|30022~161|30064~161|30300~161|0~161,,10001~67075|10003~48580|23404~1,10003~1279|10001~730|10005~377
719,36,0,,30236~162|30019~162|30060~162|30061~162|30470~162|30324~162|0~162,,10001~67125|10003~48630,10003~1281|10001~730|10005~378
720,36,1,30345,30214~162|30059~162|30025~162|30301~162|30217~162|30345~164|0~162,21051~5,10001~67175|10003~48680|21051~5,10003~1283|10001~731|10005~378
721,37,0,,30136~162|30059~162|30260~162|30256~162|30022~162|30217~162|0~162,,10001~67225|10003~48730|23104~1,10003~1284|10001~732|10005~378
722,37,0,,30020~162|30445~162|30142~162|30256~162|30470~162|30024~162|0~162,,10001~67275|10003~48780,10003~1286|10001~732|10005~378
723,37,0,,30445~162|30236~162|30062~162|30260~162|30025~162|30219~162|0~162,,10001~67325|10003~48830|23204~1,10003~1288|10001~733|10005~378
724,37,0,,30019~162|30019~162|30341~162|30220~162|30141~162|30342~162|0~162,,10001~67375|10003~48880,10003~1289|10001~733|10005~378
725,37,0,,30208~162|30236~162|30134~162|30177~162|30056~162|30219~162|0~162,21041~20,10001~67425|10003~48930|21041~20,10003~1291|10001~734|10005~378
726,37,0,,30324~162|30236~162|30341~162|30341~162|30023~162|30341~162|0~162,,10001~67475|10003~48980|23304~1,10003~1293|10001~735|10005~378
727,37,0,,30019~163|30136~163|30341~163|30220~163|30142~163|30341~163|0~163,,10001~67525|10003~49030,10003~1295|10001~735|10005~378
728,37,0,,30341~163|30136~163|30219~163|30061~163|30141~163|30024~163|0~163,,10001~67575|10003~49080|23404~1,10003~1296|10001~736|10005~378
729,37,0,,30324~163|30136~163|30062~163|30023~163|30220~163|30022~163|0~163,,10001~67625|10003~49130,10003~1298|10001~737|10005~378
730,37,1,30323,30235~163|30445~163|30024~163|30062~163|30064~163|30323~165|0~163,21051~5,10001~67675|10003~49180|21051~5,10003~1300|10001~737|10005~379
731,37,0,,30236~163|30324~163|30021~163|30260~163|30021~163|30064~163|0~163,,10001~67725|10003~49230|23104~1,10003~1301|10001~738|10005~379
732,37,0,,30021~163|30341~163|30021~163|30022~163|30219~163|30022~163|0~163,,10001~67775|10003~49280,10003~1303|10001~738|10005~379
733,37,0,,30236~163|30236~163|30219~163|30180~163|30217~163|30220~163|0~163,,10001~67825|10003~49330|23204~1,10003~1305|10001~739|10005~379
734,37,0,,30236~164|30324~164|30256~164|30140~164|30180~164|30023~164|0~164,,10001~67875|10003~49380,10003~1306|10001~740|10005~379
735,37,0,,30137~164|30209~164|30134~164|30142~164|30056~164|30140~164|0~164,21041~20,10001~67925|10003~49430|21041~20,10003~1308|10001~740|10005~379
736,37,0,,30324~164|30235~164|30256~164|30141~164|30140~164|30260~164|0~164,,10001~67975|10003~49480|23304~1,10003~1310|10001~741|10005~379
737,37,0,,30019~164|30136~164|30260~164|30141~164|30260~164|30324~164|0~164,,10001~68025|10003~49530,10003~1312|10001~742|10005~379
738,37,0,,30136~164|30341~164|30023~164|30220~164|30341~164|30180~164|0~164,,10001~68075|10003~49580|23404~1,10003~1313|10001~742|10005~379
739,37,0,,30058~164|30324~164|30060~164|30064~164|30324~164|30341~164|0~164,,10001~68125|10003~49630,10003~1315|10001~743|10005~379
740,37,1,30300,30136~164|30060~164|30323~164|30061~164|30024~164|30300~166|0~164,21051~5,10001~68175|10003~49680|21051~5,10003~1317|10001~743|10005~380
741,38,0,,30136~164|30021~164|30063~164|30470~164|30023~164|30140~164|0~164,,10001~68225|10003~49730|23104~1,10003~1318|10001~744|10005~380
742,38,0,,30020~165|30138~165|30142~165|30342~165|30342~165|30219~165|0~165,,10001~68275|10003~49780,10003~1320|10001~745|10005~380
743,38,0,,30341~165|30235~165|30063~165|30324~165|30260~165|30260~165|0~165,,10001~68325|10003~49830|23204~1,10003~1322|10001~745|10005~380
744,38,0,,30021~165|30019~165|30140~165|30141~165|30217~165|30324~165|0~165,,10001~68375|10003~49880,10003~1323|10001~746|10005~380
745,38,0,,30137~165|30236~165|30056~165|30063~165|30018~165|30025~165|0~165,21041~20,10001~68425|10003~49930|21041~20,10003~1325|10001~747|10005~380
746,38,0,,30235~165|30020~165|30236~165|30217~165|30140~165|30022~165|0~165,,10001~68475|10003~49980|23304~1,10003~1327|10001~747|10005~380
747,38,0,,30020~165|30236~165|30022~165|30220~165|30180~165|30062~165|0~165,,10001~68525|10003~50030,10003~1329|10001~748|10005~380
748,38,0,,30235~165|30137~165|30022~165|30324~165|30470~165|30300~165|0~165,,10001~68575|10003~50080|23404~1,10003~1330|10001~749|10005~380
749,38,0,,30341~165|30058~165|30236~165|30219~165|30063~165|30470~165|0~165,,10001~68625|10003~50130,10003~1332|10001~749|10005~380
750,38,1,30445,30058~165|30324~165|30323~165|30061~165|30177~165|30445~167|0~165,21051~5,10001~68675|10003~50180|21051~5,10003~1334|10001~750|10005~380
751,38,0,,30137~166|30236~166|30022~166|30300~166|30300~166|30060~166|0~166,,10001~68725|10003~50230|23104~1,10003~1335|10001~750|10005~381
752,38,0,,30341~166|30060~166|30324~166|30256~166|30300~166|30060~166|0~166,,10001~68775|10003~50280,10003~1337|10001~751|10005~381
753,38,0,,30236~166|30324~166|30300~166|30140~166|30021~166|30025~166|0~166,,10001~68825|10003~50330|23204~1,10003~1339|10001~752|10005~381
754,38,0,,30445~166|30301~166|30342~166|30260~166|30341~166|30060~166|0~166,,10001~68875|10003~50380,10003~1340|10001~752|10005~381
755,38,0,,30130~166|30020~166|30134~166|30141~166|30016~166|30061~166|0~166,21041~20,10001~68925|10003~50430|21041~20,10003~1342|10001~753|10005~381
756,38,0,,30059~166|30058~166|30062~166|30021~166|30219~166|30025~166|0~166,,10001~68975|10003~50480|23304~1,10003~1344|10001~754|10005~381
757,38,0,,30445~166|30301~166|30142~166|30236~166|30062~166|30236~166|0~166,,10001~69025|10003~50530,10003~1346|10001~754|10005~381
758,38,0,,30137~166|30341~166|30260~166|30025~166|30219~166|30341~166|0~166,,10001~69075|10003~50580|23404~1,10003~1347|10001~755|10005~381
759,38,0,,30020~166|30138~166|30024~166|30060~166|30236~166|30236~166|0~166,,10001~69125|10003~50630,10003~1349|10001~755|10005~381
760,38,1,30061,30019~166|30131~166|30220~166|30063~166|30323~166|30061~168|0~166,21051~5,10001~69175|10003~50680|21051~5,10003~1351|10001~756|10005~381
761,39,0,,30324~166|30236~166|30064~166|30024~166|30236~166|30300~166|0~166,,10001~69225|10003~50730|23104~1,10003~1352|10001~757|10005~382
762,39,0,,30236~166|30060~166|30024~166|30024~166|30341~166|30260~166|0~166,,10001~69275|10003~50780,10003~1354|10001~757|10005~382
763,39,0,,30020~166|30445~166|30236~166|30219~166|30141~166|30140~166|0~166,,10001~69325|10003~50830|23204~1,10003~1356|10001~758|10005~382
764,39,0,,30138~166|30341~166|30236~166|30236~166|30180~166|30024~166|0~166,,10001~69375|10003~50880,10003~1357|10001~759|10005~382
765,39,0,,30058~166|30209~166|30056~166|30217~166|30133~166|30025~166|0~166,21041~20,10001~69425|10003~50930|21041~20,10003~1359|10001~759|10005~382
766,39,0,,30236~166|30236~166|30300~166|30023~166|30141~166|30256~166|0~166,,10001~69475|10003~50980|23304~1,10003~1361|10001~760|10005~382
767,39,0,,30020~166|30136~166|30300~166|30236~166|30064~166|30062~166|0~166,,10001~69525|10003~51030,10003~1363|10001~760|10005~382
768,39,0,,30445~166|30060~166|30260~166|30024~166|30217~166|30324~166|0~166,,10001~69575|10003~51080|23404~1,10003~1364|10001~761|10005~382
769,39,0,,30058~166|30236~166|30341~166|30324~166|30023~166|30061~166|0~166,,10001~69625|10003~51130,10003~1366|10001~762|10005~382
770,39,1,30023,30019~166|30324~166|30178~166|30323~166|30180~166|30023~168|0~166,21051~5,10001~69675|10003~51180|21051~5,10003~1368|10001~762|10005~382
771,39,0,,30324~166|30138~166|30256~166|30236~166|30470~166|30140~166|0~166,,10001~69725|10003~51230|23104~1,10003~1369|10001~763|10005~382
772,39,0,,30445~166|30445~166|30023~166|30141~166|30342~166|30342~166|0~166,,10001~69775|10003~51280,10003~1371|10001~764|10005~383
773,39,0,,30324~166|30236~166|30260~166|30300~166|30061~166|30142~166|0~166,,10001~69825|10003~51330|23204~1,10003~1373|10001~764|10005~383
774,39,0,,30138~167|30324~167|30021~167|30219~167|30300~167|30061~167|0~167,,10001~69875|10003~51380,10003~1374|10001~765|10005~383
775,39,0,,30131~167|30209~167|30018~167|30063~167|30056~167|30141~167|0~167,21041~20,10001~69925|10003~51430|21041~20,10003~1376|10001~765|10005~383
776,39,0,,30138~167|30138~167|30341~167|30236~167|30025~167|30025~167|0~167,,10001~69975|10003~51480|23304~1,10003~1378|10001~766|10005~383
777,39,0,,30301~167|30059~167|30300~167|30470~167|30063~167|30260~167|0~167,,10001~70025|10003~51530,10003~1380|10001~767|10005~383
778,39,0,,30060~167|30341~167|30341~167|30022~167|30260~167|30141~167|0~167,,10001~70075|10003~51580|23404~1,10003~1381|10001~767|10005~383
779,39,0,,30019~167|30060~167|30236~167|30023~167|30324~167|30021~167|0~167,,10001~70125|10003~51630,10003~1383|10001~768|10005~383
780,39,1,30301,30235~167|30130~167|30321~167|30344~167|30177~167|30301~169|0~167,21051~5,10001~70175|10003~51680|21051~5,10003~1385|10001~769|10005~383
781,40,0,,30019~167|30137~167|30341~167|30022~167|30341~167|30324~167|0~167,,10001~70225|10003~51730|23104~1,10003~1386|10001~769|10005~383
782,40,0,,30060~168|30060~168|30324~168|30061~168|30140~168|30260~168|0~168,,10001~70275|10003~51780,10003~1388|10001~770|10005~384
783,40,0,,30324~168|30137~168|30141~168|30324~168|30022~168|30260~168|0~168,,10001~70325|10003~51830|23204~1,10003~1390|10001~771|10005~384
784,40,0,,30058~168|30136~168|30300~168|30217~168|30324~168|30341~168|0~168,,10001~70375|10003~51880,10003~1391|10001~771|10005~384
785,40,0,,30169~168|30053~168|30134~168|30180~168|30134~168|30140~168|0~168,21041~20,10001~70425|10003~51930|21041~20,10003~1393|10001~772|10005~384
786,40,0,,30445~168|30020~168|30062~168|30060~168|30341~168|30022~168|0~168,,10001~70475|10003~51980|23304~1,10003~1395|10001~772|10005~384
787,40,0,,30236~168|30236~168|30256~168|30022~168|30236~168|30342~168|0~168,,10001~70525|10003~52030,10003~1397|10001~773|10005~384
788,40,0,,30059~168|30235~168|30236~168|30256~168|30260~168|30470~168|0~168,,10001~70575|10003~52080|23404~1,10003~1398|10001~774|10005~384
789,40,0,,30445~169|30235~169|30256~169|30236~169|30341~169|30341~169|0~169,,10001~70625|10003~52130,10003~1400|10001~774|10005~384
790,40,1,30445,30214~169|30324~169|30180~169|30140~169|30140~169|30445~171|0~169,21051~5,10001~70675|10003~52180|21051~5,10003~1402|10001~775|10005~384
791,40,0,,30137~169|30136~169|30260~169|30341~169|30060~169|30470~169|0~169,,10001~70725|10003~52230|23104~1,10003~1403|10001~776|10005~384
792,40,0,,30020~169|30236~169|30324~169|30300~169|30022~169|30140~169|0~169,,10001~70775|10003~52280,10003~1405|10001~776|10005~384
793,40,0,,30235~169|30138~169|30022~169|30256~169|30061~169|30341~169|0~169,,10001~70825|10003~52330|23204~1,10003~1407|10001~777|10005~385
794,40,0,,30445~169|30060~169|30064~169|30180~169|30256~169|30061~169|0~169,,10001~70875|10003~52380,10003~1408|10001~777|10005~385
795,40,0,,30169~169|30053~169|30056~169|30024~169|30016~169|30023~169|0~169,21041~20,10001~70925|10003~52430|21041~20,10003~1410|10001~778|10005~385
796,40,0,,30059~169|30341~169|30220~169|30219~169|30063~169|30024~169|0~169,,10001~70975|10003~52480|23304~1,10003~1412|10001~779|10005~385
797,40,0,,30020~170|30445~170|30324~170|30064~170|30260~170|30023~170|0~170,,10001~71025|10003~52530,10003~1414|10001~779|10005~385
798,40,0,,30341~170|30236~170|30260~170|30024~170|30300~170|30140~170|0~170,,10001~71075|10003~52580|23404~1,10003~1415|10001~780|10005~385
799,40,0,,30445~170|30021~170|30220~170|30260~170|30256~170|30219~170|0~170,,10001~71125|10003~52630,10003~1417|10001~781|10005~385
800,40,1,30177,30058~170|30060~170|30024~170|30321~170|30023~170|30177~172|0~170,21051~5,10001~71175|10003~52680|21051~5,10003~1419|10001~781|10005~385
801,41,0,,30021~170|30136~170|30342~170|30324~170|30140~170|30022~170|0~170,,10001~71225|10003~52730|23104~1,10003~1420|10001~782|10005~385
802,41,0,,30060~170|30137~170|30260~170|30236~170|30342~170|30217~170|0~170,,10001~71275|10003~52780,10003~1422|10001~782|10005~385
803,41,0,,30138~170|30445~170|30219~170|30236~170|30324~170|30236~170|0~170,,10001~71325|10003~52830|23204~1,10003~1424|10001~783|10005~386
804,41,0,,30301~170|30059~170|30236~170|30141~170|30342~170|30024~170|0~170,,10001~71375|10003~52880,10003~1425|10001~784|10005~386
805,41,0,,30019~170|30053~170|30056~170|30024~170|30134~170|30219~170|0~170,21041~20,10001~71425|10003~52930|21041~20,10003~1427|10001~784|10005~386
806,41,0,,30138~170|30341~170|30062~170|30342~170|30061~170|30260~170|0~170,,10001~71475|10003~52980|23304~1,10003~1429|10001~785|10005~386
807,41,0,,30138~170|30058~170|30236~170|30021~170|30140~170|30061~170|0~170,,10001~71525|10003~53030,10003~1431|10001~786|10005~386
808,41,0,,30060~171|30445~171|30342~171|30324~171|30256~171|30141~171|0~171,,10001~71575|10003~53080|23404~1,10003~1432|10001~786|10005~386
809,41,0,,30019~171|30341~171|30256~171|30300~171|30260~171|30300~171|0~171,,10001~71625|10003~53130,10003~1434|10001~787|10005~386
810,41,1,30342,30214~171|30208~171|30140~171|30217~171|30142~171|30342~173|0~171,21051~5,10001~71675|10003~53180|21051~5,10003~1436|10001~787|10005~386
811,41,0,,30301~171|30058~171|30300~171|30256~171|30236~171|30023~171|0~171,,10001~71725|10003~53230|23104~1,10003~1437|10001~788|10005~386
812,41,0,,30341~171|30058~171|30142~171|30324~171|30236~171|30220~171|0~171,,10001~71775|10003~53280,10003~1439|10001~789|10005~386
813,41,0,,30324~171|30341~171|30140~171|30022~171|30220~171|30324~171|0~171,,10001~71825|10003~53330|23204~1,10003~1441|10001~789|10005~386
814,41,0,,30021~171|30019~171|30256~171|30324~171|30142~171|30256~171|0~171,,10001~71875|10003~53380,10003~1442|10001~790|10005~387
815,41,0,,30235~171|30236~171|30056~171|30064~171|30133~171|30025~171|0~171,21041~20,10001~71925|10003~53430|21041~20,10003~1444|10001~791|10005~387
816,41,0,,30235~171|30324~171|30342~171|30063~171|30025~171|30220~171|0~171,,10001~71975|10003~53480|23304~1,10003~1446|10001~791|10005~387
817,41,0,,30236~171|30021~171|30324~171|30260~171|30260~171|30180~171|0~171,,10001~72025|10003~53530,10003~1448|10001~792|10005~387
818,41,0,,30137~171|30138~171|30217~171|30141~171|30023~171|30023~171|0~171,,10001~72075|10003~53580|23404~1,10003~1449|10001~793|10005~387
819,41,0,,30060~172|30059~172|30260~172|30324~172|30023~172|30236~172|0~172,,10001~72125|10003~53630,10003~1451|10001~793|10005~387
820,41,1,30063,30175~172|30021~172|30178~172|30220~172|30470~172|30063~174|0~172,21051~5,10001~72175|10003~53680|21051~5,10003~1453|10001~794|10005~387
821,42,0,,30020~172|30058~172|30236~172|30260~172|30341~172|30141~172|0~172,,10001~72225|10003~53730|23104~1,10003~1454|10001~794|10005~387
822,42,0,,30341~172|30021~172|30300~172|30256~172|30470~172|30324~172|0~172,,10001~72275|10003~53780,10003~1456|10001~795|10005~387
823,42,0,,30341~172|30020~172|30142~172|30324~172|30141~172|30141~172|0~172,,10001~72325|10003~53830|23204~1,10003~1458|10001~796|10005~387
824,42,0,,30236~172|30058~172|30062~172|30219~172|30324~172|30300~172|0~172,,10001~72375|10003~53880,10003~1459|10001~796|10005~388
825,42,0,,30235~172|30020~172|30134~172|30061~172|30015~172|30062~172|0~172,21041~20,10001~72425|10003~53930|21041~20,10003~1461|10001~797|10005~388
826,42,0,,30341~172|30301~172|30256~172|30220~172|30060~172|30300~172|0~172,,10001~72475|10003~53980|23304~1,10003~1463|10001~798|10005~388
827,42,0,,30021~173|30341~173|30256~173|30140~173|30023~173|30060~173|0~173,,10001~72525|10003~54030,10003~1465|10001~798|10005~388
828,42,0,,30138~173|30236~173|30256~173|30324~173|30341~173|30256~173|0~173,,10001~72575|10003~54080|23404~1,10003~1466|10001~799|10005~388
829,42,0,,30236~173|30060~173|30236~173|30324~173|30217~173|30025~173|0~173,,10001~72625|10003~54130,10003~1468|10001~799|10005~388
830,42,1,30142,30058~173|30020~173|30220~173|30023~173|30142~173|30142~175|0~173,21051~5,10001~72675|10003~54180|21051~5,10003~1470|10001~800|10005~388
831,42,0,,30060~173|30020~173|30341~173|30021~173|30062~173|30219~173|0~173,,10001~72725|10003~54230|23104~1,10003~1471|10001~801|10005~388
832,42,0,,30021~173|30301~173|30022~173|30236~173|30022~173|30217~173|0~173,,10001~72775|10003~54280,10003~1473|10001~801|10005~388
833,42,0,,30058~173|30236~173|30342~173|30341~173|30236~173|30260~173|0~173,,10001~72825|10003~54330|23204~1,10003~1475|10001~802|10005~388
834,42,0,,30324~173|30445~173|30341~173|30140~173|30217~173|30062~173|0~173,,10001~72875|10003~54380,10003~1476|10001~803|10005~388
835,42,0,,30208~173|30138~173|30171~173|30219~173|30056~173|30061~173|0~173,21041~20,10001~72925|10003~54430|21041~20,10003~1478|10001~803|10005~389
836,42,0,,30059~173|30138~173|30324~173|30470~173|30064~173|30256~173|0~173,,10001~72975|10003~54480|23304~1,10003~1480|10001~804|10005~389
837,42,0,,30301~173|30021~173|30023~173|30341~173|30023~173|30260~173|0~173,,10001~73025|10003~54530,10003~1482|10001~804|10005~389
838,42,0,,30138~173|30445~173|30324~173|30023~173|30236~173|30470~173|0~173,,10001~73075|10003~54580|23404~1,10003~1483|10001~805|10005~389
839,42,0,,30236~173|30058~173|30062~173|30141~173|30256~173|30300~173|0~173,,10001~73125|10003~54630,10003~1485|10001~806|10005~389
840,42,1,30256,30175~173|30020~173|30470~173|30323~173|30217~173|30256~175|0~173,21051~5,10001~73175|10003~54680|21051~5,10003~1487|10001~806|10005~389
841,43,0,,30445~173|30137~173|30324~173|30341~173|30300~173|30062~173|0~173,,10001~73225|10003~54730|23104~1,10003~1488|10001~807|10005~389
842,43,0,,30019~173|30058~173|30022~173|30021~173|30236~173|30300~173|0~173,,10001~73275|10003~54780,10003~1490|10001~808|10005~389
843,43,0,,30019~173|30020~173|30022~173|30341~173|30022~173|30256~173|0~173,,10001~73325|10003~54830|23204~1,10003~1492|10001~808|10005~389
844,43,0,,30019~173|30445~173|30025~173|30219~173|30060~173|30025~173|0~173,,10001~73375|10003~54880,10003~1493|10001~809|10005~389
845,43,0,,30052~173|30020~173|30171~173|30025~173|30054~173|30023~173|0~173,21041~20,10001~73425|10003~54930|21041~20,10003~1495|10001~809|10005~390
846,43,0,,30324~173|30341~173|30021~173|30300~173|30180~173|30300~173|0~173,,10001~73475|10003~54980|23304~1,10003~1497|10001~810|10005~390
847,43,0,,30236~173|30138~173|30236~173|30064~173|30023~173|30023~173|0~173,,10001~73525|10003~55030,10003~1499|10001~811|10005~390
848,43,0,,30324~173|30301~173|30064~173|30260~173|30220~173|30140~173|0~173,,10001~73575|10003~55080|23404~1,10003~1500|10001~811|10005~390
849,43,0,,30445~174|30020~174|30341~174|30236~174|30470~174|30324~174|0~174,,10001~73625|10003~55130,10003~1502|10001~812|10005~390
850,43,1,30319,30137~174|30324~174|30177~174|30220~174|30061~174|30319~176|0~174,21051~5,10001~73675|10003~55180|21051~5,10003~1504|10001~813|10005~390
851,43,0,,30235~174|30341~174|30236~174|30256~174|30219~174|30022~174|0~174,,10001~73725|10003~55230|23104~1,10003~1505|10001~813|10005~390
852,43,0,,30138~174|30236~174|30300~174|30260~174|30061~174|30341~174|0~174,,10001~73775|10003~55280,10003~1507|10001~814|10005~390
853,43,0,,30236~174|30136~174|30220~174|30219~174|30142~174|30324~174|0~174,,10001~73825|10003~55330|23204~1,10003~1509|10001~815|10005~390
854,43,0,,30445~174|30235~174|30024~174|30064~174|30180~174|30064~174|0~174,,10001~73875|10003~55380,10003~1510|10001~815|10005~390
855,43,0,,30235~174|30236~174|30018~174|30180~174|30018~174|30178~174|0~174,21041~20,10001~73925|10003~55430|21041~20,10003~1512|10001~816|10005~390
856,43,0,,30059~174|30058~174|30236~174|30470~174|30342~174|30342~174|0~174,,10001~73975|10003~55480|23304~1,10003~1514|10001~816|10005~391
857,43,0,,30136~175|30445~175|30470~175|30470~175|30324~175|30141~175|0~175,,10001~74025|10003~55530,10003~1516|10001~817|10005~391
858,43,0,,30136~175|30236~175|30470~175|30324~175|30021~175|30022~175|0~175,,10001~74075|10003~55580|23404~1,10003~1517|10001~818|10005~391
859,43,0,,30059~175|30058~175|30025~175|30219~175|30024~175|30342~175|0~175,,10001~74125|10003~55630,10003~1519|10001~818|10005~391
860,43,1,30470,30058~175|30052~175|30061~175|30342~175|30024~175|30470~177|0~175,21051~5,10001~74175|10003~55680|21051~5,10003~1521|10001~819|10005~391
861,44,0,,30236~175|30059~175|30061~175|30342~175|30022~175|30342~175|0~175,,10001~74225|10003~55730|23104~1,10003~1522|10001~820|10005~391
862,44,0,,30019~175|30341~175|30220~175|30300~175|30342~175|30025~175|0~175,,10001~74275|10003~55780,10003~1524|10001~820|10005~391
863,44,0,,30324~175|30136~175|30141~175|30060~175|30256~175|30023~175|0~175,,10001~74325|10003~55830|23204~1,10003~1526|10001~821|10005~391
864,44,0,,30301~175|30136~175|30025~175|30260~175|30470~175|30342~175|0~175,,10001~74375|10003~55880,10003~1527|10001~821|10005~391
865,44,0,,30136~175|30020~175|30015~175|30220~175|30056~175|30023~175|0~175,21041~20,10001~74425|10003~55930|21041~20,10003~1529|10001~822|10005~391
866,44,0,,30445~176|30445~176|30236~176|30141~176|30300~176|30220~176|0~176,,10001~74475|10003~55980|23304~1,10003~1531|10001~823|10005~392
867,44,0,,30236~176|30019~176|30140~176|30060~176|30022~176|30064~176|0~176,,10001~74525|10003~56030,10003~1533|10001~823|10005~392
868,44,0,,30019~176|30136~176|30061~176|30470~176|30260~176|30021~176|0~176,,10001~74575|10003~56080|23404~1,10003~1534|10001~824|10005~392
869,44,0,,30341~176|30138~176|30324~176|30260~176|30022~176|30300~176|0~176,,10001~74625|10003~56130,10003~1536|10001~825|10005~392
870,44,1,30217,30175~176|30324~176|30301~176|30217~176|30344~176|30217~178|0~176,21051~5,10001~74675|10003~56180|21051~5,10003~1538|10001~825|10005~392
871,44,0,,30324~176|30059~176|30236~176|30341~176|30063~176|30342~176|0~176,,10001~74725|10003~56230|23104~1,10003~1539|10001~826|10005~392
872,44,0,,30136~176|30341~176|30260~176|30141~176|30220~176|30256~176|0~176,,10001~74775|10003~56280,10003~1541|10001~826|10005~392
873,44,0,,30138~176|30236~176|30061~176|30341~176|30062~176|30217~176|0~176,,10001~74825|10003~56330|23204~1,10003~1543|10001~827|10005~392
