id,chapter,roundType,bossId,monster,show,reward,minuteCurrency
1185,60,0,,30058~204|30053~204|30134~204|30024~204|30016~204|30140~204|0~204,21041~20,10001~90425|10003~71930|21041~20,10003~2073|10001~1023|10005~422
1186,60,0,,30060~204|30058~204|30022~204|30025~204|30180~204|30219~204|0~204,,10001~90475|10003~71980|23304~1,10003~2075|10001~1024|10005~422
1187,60,0,,30021~205|30059~205|30260~205|30236~205|30342~205|30061~205|0~205,,10001~90525|10003~72030,10003~2077|10001~1024|10005~422
1188,60,0,,30138~205|30058~205|30256~205|30021~205|30061~205|30260~205|0~205,,10001~90575|10003~72080|23404~1,10003~2078|10001~1025|10005~422
1189,60,0,,30059~205|30138~205|30140~205|30324~205|30220~205|30219~205|0~205,,10001~90625|10003~72130,10003~2080|10001~1026|10005~422
1190,60,1,30021,30137~205|30445~205|30142~205|30063~205|30342~205|30021~207|0~205,21051~5,10001~90675|10003~72180|21051~5,10003~2082|10001~1026|10005~422
1191,60,0,,30058~205|30020~205|30324~205|30142~205|30142~205|30236~205|0~205,,10001~90725|10003~72230|23104~1,10003~2084|10001~1027|10005~422
1192,60,0,,30058~205|30137~205|30063~205|30256~205|30220~205|30023~205|0~205,,10001~90775|10003~72280,10003~2085|10001~1028|10005~423
1193,60,0,,30020~205|30059~205|30300~205|30300~205|30342~205|30140~205|0~205,,10001~90825|10003~72330|23204~1,10003~2087|10001~1028|10005~423
1194,60,0,,30236~205|30341~205|30021~205|30342~205|30060~205|30260~205|0~205,,10001~90875|10003~72380,10003~2089|10001~1029|10005~423
1195,60,0,,30019~205|30236~205|30016~205|30301~205|30133~205|30220~205|0~205,21041~20,10001~90925|10003~72430|21041~20,10003~2090|10001~1030|10005~423
1196,60,0,,30445~205|30445~205|30023~205|30142~205|30061~205|30064~205|0~205,,10001~90975|10003~72480|23304~1,10003~2092|10001~1030|10005~423
1197,60,0,,30136~205|30137~205|30063~205|30024~205|30061~205|30060~205|0~205,,10001~91025|10003~72530,10003~2094|10001~1031|10005~423
1198,60,0,,30236~206|30059~206|30470~206|30021~206|30022~206|30256~206|0~206,,10001~91075|10003~72580|23404~1,10003~2095|10001~1031|10005~423
1199,60,0,,30341~206|30136~206|30256~206|30342~206|30022~206|30236~206|0~206,,10001~91125|10003~72630,10003~2097|10001~1032|10005~423
1200,60,1,30341,30137~206|30324~206|30062~206|30301~206|30063~206|30341~208|0~206,21051~5,10001~91175|10003~72680|21051~5,10003~2099|10001~1033|10005~423
1201,61,0,,30324~206|30235~206|30256~206|30022~206|30021~206|30060~206|0~206,,10001~91225|10003~72730|23104~1,10003~2101|10001~1033|10005~423
1202,61,0,,30137~206|30019~206|30217~206|30180~206|30236~206|30217~206|0~206,,10001~91275|10003~72780,10003~2102|10001~1034|10005~423
1203,61,0,,30235~206|30301~206|30300~206|30256~206|30023~206|30217~206|0~206,,10001~91325|10003~72830|23204~1,10003~2104|10001~1035|10005~424
1204,61,0,,30235~206|30138~206|30022~206|30064~206|30220~206|30324~206|0~206,,10001~91375|10003~72880,10003~2106|10001~1035|10005~424
1205,61,0,,30208~206|30170~206|30016~206|30219~206|30056~206|30063~206|0~206,21041~20,10001~91425|10003~72930|21041~20,10003~2107|10001~1036|10005~424
1206,61,0,,30058~206|30059~206|30300~206|30470~206|30142~206|30022~206|0~206,,10001~91475|10003~72980|23304~1,10003~2109|10001~1036|10005~424
1207,61,0,,30324~206|30324~206|30219~206|30341~206|30256~206|30060~206|0~206,,10001~91525|10003~73030,10003~2111|10001~1037|10005~424
1208,61,0,,30236~206|30060~206|30260~206|30236~206|30260~206|30342~206|0~206,,10001~91575|10003~73080|23404~1,10003~2112|10001~1038|10005~424
1209,61,0,,30060~207|30324~207|30300~207|30063~207|30260~207|30022~207|0~207,,10001~91625|10003~73130,10003~2114|10001~1038|10005~424
1210,61,1,30342,30175~207|30020~207|30178~207|30023~207|30142~207|30342~209|0~207,21051~5,10001~91675|10003~73180|21051~5,10003~2116|10001~1039|10005~424
1211,61,0,,30445~207|30324~207|30300~207|30324~207|30022~207|30300~207|0~207,,10001~91725|10003~73230|23104~1,10003~2118|10001~1040|10005~424
1212,61,0,,30136~207|30021~207|30260~207|30220~207|30341~207|30256~207|0~207,,10001~91775|10003~73280,10003~2119|10001~1040|10005~424
1213,61,0,,30235~207|30020~207|30341~207|30142~207|30341~207|30300~207|0~207,,10001~91825|10003~73330|23204~1,10003~2121|10001~1041|10005~425
1214,61,0,,30324~207|30059~207|30236~207|30021~207|30180~207|30180~207|0~207,,10001~91875|10003~73380,10003~2123|10001~1041|10005~425
1215,61,0,,30235~207|30138~207|30054~207|30025~207|30018~207|30024~207|0~207,21041~20,10001~91925|10003~73430|21041~20,10003~2124|10001~1042|10005~425
1216,61,0,,30236~207|30138~207|30341~207|30180~207|30061~207|30142~207|0~207,,10001~91975|10003~73480|23304~1,10003~2126|10001~1043|10005~425
1217,61,0,,30059~208|30236~208|30256~208|30260~208|30060~208|30220~208|0~208,,10001~92025|10003~73530,10003~2128|10001~1043|10005~425
1218,61,0,,30324~208|30341~208|30022~208|30140~208|30300~208|30341~208|0~208,,10001~92075|10003~73580|23404~1,10003~2129|10001~1044|10005~425
1219,61,0,,30136~208|30445~208|30260~208|30342~208|30180~208|30062~208|0~208,,10001~92125|10003~73630,10003~2131|10001~1045|10005~425
1220,61,1,30220,30136~208|30169~208|30220~208|30180~208|30142~208|30220~210|0~208,21051~5,10001~92175|10003~73680|21051~5,10003~2133|10001~1045|10005~425
1221,62,0,,30235~208|30021~208|30141~208|30260~208|30064~208|30180~208|0~208,,10001~92225|10003~73730|23104~1,10003~2135|10001~1046|10005~425
1222,62,0,,30060~208|30324~208|30260~208|30300~208|30324~208|30260~208|0~208,,10001~92275|10003~73780,10003~2136|10001~1046|10005~425
1223,62,0,,30138~208|30341~208|30341~208|30062~208|30470~208|30236~208|0~208,,10001~92325|10003~73830|23204~1,10003~2138|10001~1047|10005~425
1224,62,0,,30137~208|30341~208|30064~208|30260~208|30142~208|30300~208|0~208,,10001~92375|10003~73880,10003~2140|10001~1048|10005~426
1225,62,0,,30052~208|30209~208|30133~208|30061~208|30016~208|30062~208|0~208,21041~20,10001~92425|10003~73930|21041~20,10003~2141|10001~1048|10005~426
1226,62,0,,30236~208|30445~208|30024~208|30236~208|30023~208|30256~208|0~208,,10001~92475|10003~73980|23304~1,10003~2143|10001~1049|10005~426
1227,62,0,,30138~208|30236~208|30260~208|30022~208|30220~208|30341~208|0~208,,10001~92525|10003~74030,10003~2145|10001~1050|10005~426
1228,62,0,,30138~208|30138~208|30324~208|30470~208|30260~208|30024~208|0~208,,10001~92575|10003~74080|23404~1,10003~2146|10001~1050|10005~426
1229,62,0,,30059~208|30445~208|30342~208|30260~208|30140~208|30022~208|0~208,,10001~92625|10003~74130,10003~2148|10001~1051|10005~426
1230,62,1,30142,30235~208|30324~208|30141~208|30301~208|30219~208|30142~210|0~208,21051~5,10001~92675|10003~74180|21051~5,10003~2150|10001~1052|10005~426
1231,62,0,,30236~208|30341~208|30300~208|30342~208|30341~208|30470~208|0~208,,10001~92725|10003~74230|23104~1,10003~2152|10001~1052|10005~426
1232,62,0,,30236~208|30341~208|30062~208|30342~208|30023~208|30062~208|0~208,,10001~92775|10003~74280,10003~2153|10001~1053|10005~426
1233,62,0,,30236~208|30236~208|30062~208|30022~208|30140~208|30180~208|0~208,,10001~92825|10003~74330|23204~1,10003~2155|10001~1053|10005~426
1234,62,0,,30058~208|30301~208|30180~208|30300~208|30217~208|30341~208|0~208,,10001~92875|10003~74380,10003~2157|10001~1054|10005~427
1235,62,0,,30137~208|30053~208|30213~208|30180~208|30134~208|30141~208|0~208,21041~20,10001~92925|10003~74430|21041~20,10003~2158|10001~1055|10005~427
1236,62,0,,30445~208|30236~208|30236~208|30220~208|30341~208|30470~208|0~208,,10001~92975|10003~74480|23304~1,10003~2160|10001~1055|10005~427
1237,62,0,,30020~208|30059~208|30300~208|30021~208|30217~208|30324~208|0~208,,10001~93025|10003~74530,10003~2162|10001~1056|10005~427
1238,62,0,,30020~209|30445~209|30324~209|30341~209|30022~209|30256~209|0~209,,10001~93075|10003~74580|23404~1,10003~2163|10001~1057|10005~427
1239,62,0,,30301~209|30301~209|30260~209|30341~209|30236~209|30470~209|0~209,,10001~93125|10003~74630,10003~2165|10001~1057|10005~427
1240,62,1,30470,30058~209|30059~209|30180~209|30140~209|30142~209|30470~211|0~209,21051~5,10001~93175|10003~74680|21051~5,10003~2167|10001~1058|10005~427
1241,63,0,,30235~209|30058~209|30063~209|30220~209|30023~209|30060~209|0~209,,10001~93225|10003~74730|23104~1,10003~2169|10001~1058|10005~427
1242,63,0,,30020~209|30324~209|30061~209|30341~209|30064~209|30025~209|0~209,,10001~93275|10003~74780,10003~2170|10001~1059|10005~427
1243,63,0,,30324~210|30324~210|30022~210|30324~210|30300~210|30300~210|0~210,,10001~93325|10003~74830|23204~1,10003~2172|10001~1060|10005~427
1244,63,0,,30138~210|30236~210|30064~210|30022~210|30060~210|30219~210|0~210,,10001~93375|10003~74880,10003~2174|10001~1060|10005~427
1245,63,0,,30058~210|30053~210|30056~210|30023~210|30056~210|30178~210|0~210,21041~20,10001~93425|10003~74930|21041~20,10003~2175|10001~1061|10005~428
1246,63,0,,30236~210|30324~210|30023~210|30141~210|30060~210|30341~210|0~210,,10001~93475|10003~74980|23304~1,10003~2177|10001~1062|10005~428
1247,63,0,,30236~210|30301~210|30023~210|30256~210|30324~210|30063~210|0~210,,10001~93525|10003~75030,10003~2179|10001~1062|10005~428
1248,63,0,,30341~210|30060~210|30141~210|30064~210|30217~210|30470~210|0~210,,10001~93575|10003~75080|23404~1,10003~2180|10001~1063|10005~428
1249,63,0,,30236~210|30138~210|30236~210|30062~210|30060~210|30142~210|0~210,,10001~93625|10003~75130,10003~2182|10001~1063|10005~428
1250,63,1,30061,30235~210|30059~210|30178~210|30025~210|30142~210|30061~212|0~210,21051~5,10001~93675|10003~75180|21051~5,10003~2184|10001~1064|10005~428
1251,63,0,,30020~210|30445~210|30236~210|30470~210|30470~210|30140~210|0~210,,10001~93725|10003~75230|23104~1,10003~2186|10001~1065|10005~428
1252,63,0,,30445~210|30324~210|30342~210|30260~210|30470~210|30022~210|0~210,,10001~93775|10003~75280,10003~2187|10001~1065|10005~428
1253,63,0,,30235~211|30137~211|30260~211|30063~211|30341~211|30341~211|0~211,,10001~93825|10003~75330|23204~1,10003~2189|10001~1066|10005~428
1254,63,0,,30138~211|30058~211|30300~211|30470~211|30062~211|30064~211|0~211,,10001~93875|10003~75380,10003~2191|10001~1067|10005~428
1255,63,0,,30169~211|30236~211|30056~211|30141~211|30054~211|30025~211|0~211,21041~20,10001~93925|10003~75430|21041~20,10003~2192|10001~1067|10005~429
1256,63,0,,30445~211|30301~211|30324~211|30024~211|30236~211|30324~211|0~211,,10001~93975|10003~75480|23304~1,10003~2194|10001~1068|10005~429
1257,63,0,,30324~211|30059~211|30021~211|30236~211|30064~211|30022~211|0~211,,10001~94025|10003~75530,10003~2196|10001~1068|10005~429
1258,63,0,,30324~211|30060~211|30023~211|30236~211|30256~211|30025~211|0~211,,10001~94075|10003~75580|23404~1,10003~2197|10001~1069|10005~429
1259,63,0,,30137~211|30137~211|30180~211|30300~211|30063~211|30256~211|0~211,,10001~94125|10003~75630,10003~2199|10001~1070|10005~429
1260,63,1,30300,30137~211|30131~211|30140~211|30140~211|30342~211|30300~213|0~211,21051~5,10001~94175|10003~75680|21051~5,10003~2201|10001~1070|10005~429
1261,64,0,,30236~211|30236~211|30063~211|30217~211|30470~211|30256~211|0~211,,10001~94225|10003~75730|23104~1,10003~2203|10001~1071|10005~429
1262,64,0,,30059~211|30324~211|30324~211|30062~211|30236~211|30061~211|0~211,,10001~94275|10003~75780,10003~2204|10001~1072|10005~429
1263,64,0,,30137~211|30324~211|30324~211|30236~211|30236~211|30022~211|0~211,,10001~94325|10003~75830|23204~1,10003~2206|10001~1072|10005~429
1264,64,0,,30341~212|30445~212|30180~212|30064~212|30260~212|30256~212|0~212,,10001~94375|10003~75880,10003~2208|10001~1073|10005~429
1265,64,0,,30131~212|30170~212|30213~212|30140~212|30171~212|30024~212|0~212,21041~20,10001~94425|10003~75930|21041~20,10003~2209|10001~1074|10005~429
1266,64,0,,30341~212|30324~212|30470~212|30236~212|30180~212|30341~212|0~212,,10001~94475|10003~75980|23304~1,10003~2211|10001~1074|10005~430
1267,64,0,,30445~212|30058~212|30341~212|30025~212|30260~212|30260~212|0~212,,10001~94525|10003~76030,10003~2213|10001~1075|10005~430
1268,64,0,,30019~212|30137~212|30142~212|30470~212|30342~212|30341~212|0~212,,10001~94575|10003~76080|23404~1,10003~2214|10001~1075|10005~430
1269,64,0,,30324~212|30137~212|30300~212|30061~212|30260~212|30022~212|0~212,,10001~94625|10003~76130,10003~2216|10001~1076|10005~430
1270,64,1,30141,30136~212|30059~212|30217~212|30178~212|30177~212|30141~214|0~212,21051~5,10001~94675|10003~76180|21051~5,10003~2218|10001~1077|10005~430
1271,64,0,,30324~212|30235~212|30470~212|30063~212|30220~212|30140~212|0~212,,10001~94725|10003~76230|23104~1,10003~2220|10001~1077|10005~430
1272,64,0,,30236~213|30445~213|30021~213|30341~213|30023~213|30025~213|0~213,,10001~94775|10003~76280,10003~2221|10001~1078|10005~430
1273,64,0,,30136~213|30019~213|30180~213|30260~213|30324~213|30140~213|0~213,,10001~94825|10003~76330|23204~1,10003~2223|10001~1079|10005~430
1274,64,0,,30235~213|30137~213|30324~213|30022~213|30470~213|30021~213|0~213,,10001~94875|10003~76380,10003~2225|10001~1079|10005~430
1275,64,0,,30208~213|30014~213|30134~213|30178~213|30213~213|30141~213|0~213,21041~20,10001~94925|10003~76430|21041~20,10003~2226|10001~1080|10005~430
1276,64,0,,30060~213|30059~213|30341~213|30342~213|30025~213|30260~213|0~213,,10001~94975|10003~76480|23304~1,10003~2228|10001~1080|10005~431
1277,64,0,,30138~213|30236~213|30324~213|30021~213|30324~213|30064~213|0~213,,10001~95025|10003~76530,10003~2230|10001~1081|10005~431
1278,64,0,,30235~213|30235~213|30260~213|30300~213|30219~213|30470~213|0~213,,10001~95075|10003~76580|23404~1,10003~2232|10001~1082|10005~431
1279,64,0,,30445~213|30341~213|30220~213|30217~213|30142~213|30063~213|0~213,,10001~95125|10003~76630,10003~2233|10001~1082|10005~431
1280,64,1,30024,30019~213|30131~213|30344~213|30064~213|30344~213|30024~215|0~213,21051~5,10001~95175|10003~76680|21051~5,10003~2235|10001~1083|10005~431
1281,65,0,,30445~213|30445~213|30180~213|30342~213|30341~213|30324~213|0~213,,10001~95225|10003~76730|23104~1,10003~2237|10001~1084|10005~431
1282,65,0,,30445~213|30341~213|30141~213|30256~213|30324~213|30022~213|0~213,,10001~95275|10003~76780,10003~2238|10001~1084|10005~431
1283,65,0,,30137~213|30138~213|30236~213|30022~213|30060~213|30022~213|0~213,,10001~95325|10003~76830|23204~1,10003~2240|10001~1085|10005~431
1284,65,0,,30020~213|30341~213|30064~213|30324~213|30024~213|30324~213|0~213,,10001~95375|10003~76880,10003~2242|10001~1085|10005~431
1285,65,0,,30130~213|30014~213|30016~213|30142~213|30054~213|30063~213|0~213,21041~20,10001~95425|10003~76930|21041~20,10003~2243|10001~1086|10005~431
1286,65,0,,30341~213|30324~213|30300~213|30300~213|30341~213|30341~213|0~213,,10001~95475|10003~76980|23304~1,10003~2245|10001~1087|10005~431
1287,65,0,,30236~213|30324~213|30300~213|30220~213|30342~213|30064~213|0~213,,10001~95525|10003~77030,10003~2247|10001~1087|10005~432
1288,65,0,,30020~213|30236~213|30256~213|30180~213|30022~213|30022~213|0~213,,10001~95575|10003~77080|23404~1,10003~2249|10001~1088|10005~432
1289,65,0,,30138~213|30138~213|30021~213|30324~213|30024~213|30062~213|0~213,,10001~95625|10003~77130,10003~2250|10001~1089|10005~432
1290,65,1,30236,30019~213|30324~213|30062~213|30342~213|30062~213|30236~215|0~213,21051~5,10001~95675|10003~77180|21051~5,10003~2252|10001~1089|10005~432
1291,65,0,,30324~213|30341~213|30470~213|30217~213|30060~213|30022~213|0~213,,10001~95725|10003~77230|23104~1,10003~2254|10001~1090|10005~432
1292,65,0,,30136~213|30059~213|30064~213|30342~213|30022~213|30219~213|0~213,,10001~95775|10003~77280,10003~2255|10001~1090|10005~432
1293,65,0,,30341~213|30235~213|30022~213|30470~213|30219~213|30236~213|0~213,,10001~95825|10003~77330|23204~1,10003~2257|10001~1091|10005~432
1294,65,0,,30324~214|30138~214|30236~214|30236~214|30470~214|30064~214|0~214,,10001~95875|10003~77380,10003~2259|10001~1092|10005~432
1295,65,0,,30169~214|30059~214|30171~214|30025~214|30056~214|30219~214|0~214,21041~20,10001~95925|10003~77430|21041~20,10003~2260|10001~1092|10005~432
1296,65,0,,30060~214|30235~214|30341~214|30217~214|30256~214|30300~214|0~214,,10001~95975|10003~77480|23304~1,10003~2262|10001~1093|10005~432
1297,65,0,,30324~214|30136~214|30141~214|30141~214|30260~214|30341~214|0~214,,10001~96025|10003~77530,10003~2264|10001~1094|10005~433
1298,65,0,,30058~214|30235~214|30062~214|30260~214|30470~214|30061~214|0~214,,10001~96075|10003~77580|23404~1,10003~2266|10001~1094|10005~433
1299,65,0,,30324~214|30445~214|30021~214|30142~214|30140~214|30142~214|0~214,,10001~96125|10003~77630,10003~2267|10001~1095|10005~433
1300,65,1,30341,30136~214|30208~214|30217~214|30141~214|30180~214|30341~216|0~214,21051~5,10001~96175|10003~77680|21051~5,10003~2269|10001~1096|10005~433
1301,66,0,,30138~214|30236~214|30023~214|30022~214|30256~214|30140~214|0~214,,10001~96225|10003~77730|23104~1,10003~2271|10001~1096|10005~433
1302,66,0,,30324~215|30060~215|30025~215|30324~215|30021~215|30324~215|0~215,,10001~96275|10003~77780,10003~2272|10001~1097|10005~433
1303,66,0,,30020~215|30136~215|30060~215|30324~215|30470~215|30140~215|0~215,,10001~96325|10003~77830|23204~1,10003~2274|10001~1097|10005~433
1304,66,0,,30137~215|30445~215|30341~215|30260~215|30142~215|30022~215|0~215,,10001~96375|10003~77880,10003~2276|10001~1098|10005~433
1305,66,0,,30235~215|30236~215|30054~215|30219~215|30016~215|30063~215|0~215,21041~20,10001~96425|10003~77930|21041~20,10003~2277|10001~1099|10005~433
1306,66,0,,30060~215|30341~215|30063~215|30324~215|30300~215|30324~215|0~215,,10001~96475|10003~77980|23304~1,10003~2279|10001~1099|10005~433
1307,66,0,,30301~215|30136~215|30021~215|30341~215|30022~215|30256~215|0~215,,10001~96525|10003~78030,10003~2281|10001~1100|10005~433
1308,66,0,,30236~215|30059~215|30217~215|30470~215|30062~215|30236~215|0~215,,10001~96575|10003~78080|23404~1,10003~2283|10001~1101|10005~434
1309,66,0,,30138~215|30445~215|30140~215|30140~215|30220~215|30260~215|0~215,,10001~96625|10003~78130,10003~2284|10001~1101|10005~434
1310,66,1,30138,30214~215|30052~215|30024~215|30344~215|30177~215|30138~217|0~215,21051~5,10001~96675|10003~78180|21051~5,10003~2286|10001~1102|10005~434
1311,66,0,,30020~215|30137~215|30256~215|30219~215|30470~215|30025~215|0~215,,10001~96725|10003~78230|23104~1,10003~2288|10001~1102|10005~434
1312,66,0,,30324~215|30235~215|30021~215|30260~215|30060~215|30021~215|0~215,,10001~96775|10003~78280,10003~2289|10001~1103|10005~434
1313,66,0,,30445~216|30236~216|30063~216|30061~216|30142~216|30236~216|0~216,,10001~96825|10003~78330|23204~1,10003~2291|10001~1104|10005~434
1314,66,0,,30236~216|30445~216|30300~216|30061~216|30140~216|30341~216|0~216,,10001~96875|10003~78380,10003~2293|10001~1104|10005~434
1315,66,0,,30131~216|30236~216|30015~216|30025~216|30134~216|30219~216|0~216,21041~20,10001~96925|10003~78430|21041~20,10003~2294|10001~1105|10005~434
1316,66,0,,30136~216|30020~216|30217~216|30300~216|30342~216|30060~216|0~216,,10001~96975|10003~78480|23304~1,10003~2296|10001~1106|10005~434
1317,66,0,,30341~216|30138~216|30300~216|30341~216|30140~216|30300~216|0~216,,10001~97025|10003~78530,10003~2298|10001~1106|10005~434
1318,66,0,,30021~216|30058~216|30300~216|30142~216|30256~216|30024~216|0~216,,10001~97075|10003~78580|23404~1,10003~2300|10001~1107|10005~435
1319,66,0,,30341~216|30058~216|30324~216|30256~216|30256~216|30063~216|0~216,,10001~97125|10003~78630,10003~2301|10001~1107|10005~435
1320,66,1,30300,30214~216|30052~216|30025~216|30217~216|30342~216|30300~218|0~216,21051~5,10001~97175|10003~78680|21051~5,10003~2303|10001~1108|10005~435
1321,67,0,,30324~216|30445~216|30064~216|30064~216|30023~216|30300~216|0~216,,10001~97225|10003~78730|23104~1,10003~2305|10001~1109|10005~435
1322,67,0,,30137~216|30341~216|30180~216|30064~216|30219~216|30260~216|0~216,,10001~97275|10003~78780,10003~2306|10001~1109|10005~435
1323,67,0,,30445~216|30445~216|30025~216|30021~216|30022~216|30470~216|0~216,,10001~97325|10003~78830|23204~1,10003~2308|10001~1110|10005~435
1324,67,0,,30445~217|30341~217|30024~217|30021~217|30470~217|30300~217|0~217,,10001~97375|10003~78880,10003~2310|10001~1111|10005~435
1325,67,0,,30058~217|30014~217|30056~217|30301~217|30016~217|30062~217|0~217,21041~20,10001~97425|10003~78930|21041~20,10003~2311|10001~1111|10005~435
1326,67,0,,30445~217|30324~217|30260~217|30324~217|30024~217|30470~217|0~217,,10001~97475|10003~78980|23304~1,10003~2313|10001~1112|10005~435
1327,67,0,,30445~217|30058~217|30300~217|30300~217|30236~217|30236~217|0~217,,10001~97525|10003~79030,10003~2315|10001~1112|10005~435
1328,67,0,,30021~217|30324~217|30342~217|30064~217|30024~217|30300~217|0~217,,10001~97575|10003~79080|23404~1,10003~2317|10001~1113|10005~435
1329,67,0,,30136~217|30021~217|30022~217|30022~217|30256~217|30180~217|0~217,,10001~97625|10003~79130,10003~2318|10001~1114|10005~436
1330,67,1,30321,30214~217|30341~217|30061~217|30142~217|30025~217|30321~219|0~217,21051~5,10001~97675|10003~79180|21051~5,10003~2320|10001~1114|10005~436
1331,67,0,,30445~217|30301~217|30300~217|30300~217|30217~217|30341~217|0~217,,10001~97725|10003~79230|23104~1,10003~2322|10001~1115|10005~436
1332,67,0,,30136~218|30059~218|30324~218|30341~218|30260~218|30141~218|0~218,,10001~97775|10003~79280,10003~2323|10001~1116|10005~436
1333,67,0,,30020~218|30059~218|30256~218|30300~218|30217~218|30341~218|0~218,,10001~97825|10003~79330|23204~1,10003~2325|10001~1116|10005~436
1334,67,0,,30301~218|30324~218|30260~218|30024~218|30024~218|30256~218|0~218,,10001~97875|10003~79380,10003~2327|10001~1117|10005~436
1335,67,0,,30208~218|30236~218|30018~218|30141~218|30056~218|30025~218|0~218,21041~20,10001~97925|10003~79430|21041~20,10003~2328|10001~1118|10005~436
1336,67,0,,30324~218|30137~218|30022~218|30063~218|30180~218|30022~218|0~218,,10001~97975|10003~79480|23304~1,10003~2330|10001~1118|10005~436
1337,67,0,,30301~218|30324~218|30024~218|30025~218|30217~218|30256~218|0~218,,10001~98025|10003~79530,10003~2332|10001~1119|10005~436
1338,67,0,,30020~218|30137~218|30025~218|30025~218|30220~218|30060~218|0~218,,10001~98075|10003~79580|23404~1,10003~2334|10001~1119|10005~436
1339,67,0,,30136~218|30137~218|30063~218|30142~218|30260~218|30256~218|0~218,,10001~98125|10003~79630,10003~2335|10001~1120|10005~437
1340,67,1,30319,30214~218|30208~218|30140~218|30180~218|30140~218|30319~220|0~218,21051~5,10001~98175|10003~79680|21051~5,10003~2337|10001~1121|10005~437
1341,68,0,,30059~218|30341~218|30260~218|30064~218|30025~218|30180~218|0~218,,10001~98225|10003~79730|23104~1,10003~2339|10001~1121|10005~437
1342,68,0,,30019~218|30341~218|30470~218|30061~218|30470~218|30023~218|0~218,,10001~98275|10003~79780,10003~2340|10001~1122|10005~437
1343,68,0,,30236~218|30445~218|30022~218|30260~218|30141~218|30063~218|0~218,,10001~98325|10003~79830|23204~1,10003~2342|10001~1123|10005~437
1344,68,0,,30324~218|30341~218|30061~218|30470~218|30300~218|30236~218|0~218,,10001~98375|10003~79880,10003~2344|10001~1123|10005~437
1345,68,0,,30130~218|30138~218|30133~218|30217~218|30134~218|30025~218|0~218,21041~20,10001~98425|10003~79930|21041~20,10003~2345|10001~1124|10005~437
1346,68,0,,30236~218|30138~218|30256~218|30236~218|30140~218|30470~218|0~218,,10001~98475|10003~79980|23304~1,10003~2347|10001~1124|10005~437
1347,68,0,,30324~218|30138~218|30470~218|30217~218|30062~218|30470~218|0~218,,10001~98525|10003~80030,10003~2349|10001~1125|10005~437
1348,68,0,,30137~218|30301~218|30063~218|30180~218|30260~218|30260~218|0~218,,10001~98575|10003~80080|23404~1,10003~2351|10001~1126|10005~437
1349,68,0,,30236~218|30138~218|30256~218|30219~218|30324~218|30217~218|0~218,,10001~98625|10003~80130,10003~2352|10001~1126|10005~437
1350,68,1,30256,30019~218|30021~218|30142~218|30025~218|30217~218|30256~220|0~218,21051~5,10001~98675|10003~80180|21051~5,10003~2354|10001~1127|10005~438
1351,68,0,,30341~218|30301~218|30341~218|30141~218|30341~218|30142~218|0~218,,10001~98725|10003~80230|23104~1,10003~2356|10001~1128|10005~438
1352,68,0,,30341~218|30138~218|30180~218|30022~218|30141~218|30023~218|0~218,,10001~98775|10003~80280,10003~2357|10001~1128|10005~438
1353,68,0,,30445~219|30138~219|30061~219|30260~219|30061~219|30256~219|0~219,,10001~98825|10003~80330|23204~1,10003~2359|10001~1129|10005~438
1354,68,0,,30058~219|30301~219|30300~219|30324~219|30063~219|30236~219|0~219,,10001~98875|10003~80380,10003~2361|10001~1129|10005~438
1355,68,0,,30235~219|30170~219|30171~219|30025~219|30054~219|30217~219|0~219,21041~20,10001~98925|10003~80430|21041~20,10003~2362|10001~1130|10005~438
1356,68,0,,30020~219|30058~219|30260~219|30236~219|30023~219|30060~219|0~219,,10001~98975|10003~80480|23304~1,10003~2364|10001~1131|10005~438
1357,68,0,,30236~219|30324~219|30022~219|30060~219|30062~219|30217~219|0~219,,10001~99025|10003~80530,10003~2366|10001~1131|10005~438
1358,68,0,,30138~220|30021~220|30141~220|30021~220|30061~220|30300~220|0~220,,10001~99075|10003~80580|23404~1,10003~2368|10001~1132|10005~438
1359,68,0,,30324~220|30341~220|30025~220|30470~220|30063~220|30342~220|0~220,,10001~99125|10003~80630,10003~2369|10001~1133|10005~438
1360,68,1,30220,30137~220|30052~220|30344~220|30141~220|30023~220|30220~222|0~220,21051~5,10001~99175|10003~80680|21051~5,10003~2371|10001~1133|10005~439
1361,69,0,,30445~220|30020~220|30260~220|30025~220|30324~220|30060~220|0~220,,10001~99225|10003~80730|23104~1,10003~2373|10001~1134|10005~439
1362,69,0,,30235~220|30324~220|30300~220|30260~220|30025~220|30180~220|0~220,,10001~99275|10003~80780,10003~2374|10001~1134|10005~439
1363,69,0,,30445~220|30137~220|30256~220|30236~220|30023~220|30140~220|0~220,,10001~99325|10003~80830|23204~1,10003~2376|10001~1135|10005~439
1364,69,0,,30020~220|30236~220|30470~220|30060~220|30141~220|30260~220|0~220,,10001~99375|10003~80880,10003~2378|10001~1136|10005~439
1365,69,0,,30137~220|30138~220|30015~220|30342~220|30056~220|30219~220|0~220,21041~20,10001~99425|10003~80930|21041~20,10003~2379|10001~1136|10005~439
1366,69,0,,30138~220|30019~220|30342~220|30063~220|30300~220|30022~220|0~220,,10001~99475|10003~80980|23304~1,10003~2381|10001~1137|10005~439
1367,69,0,,30020~220|30137~220|30064~220|30256~220|30060~220|30260~220|0~220,,10001~99525|10003~81030,10003~2383|10001~1138|10005~439
